,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Expensive
130,14.0,14.0,0.0,4.9764,1412.0,Yes,No,B10and100
131,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
132,12.5,25.0,50.0,4.9853,1971.0,Yes,No,B10and100
133,11.0,11.0,0.0,4.8889,231.0,Yes,No,B10and100
134,12.0,12.0,0.0,4.6846,9434.0,Yes,No,B10and100
135,75.0,75.0,0.0,4.6364,76.0,Yes,No,B10and100
136,15.96,15.96,0.0,5.0,431.0,Yes,No,B10and100
137,13.0,13.0,0.0,4.9898,11190.0,Yes,No,B10and100
138,18.99,18.99,0.0,5.0,374.0,Yes,No,B10and100
139,15.0,15.0,0.0,4.8831,1181.0,Yes,No,B10and100
140,15.0,15.0,0.0,5.0,1338.0,Yes,No,B10and100
141,18.0,18.0,0.0,4.9574,6270.0,Yes,No,B10and100
142,22.0,22.0,0.0,4.8,913.0,Yes,No,B10and100
143,10.0,10.0,0.0,4.6744,1067.0,Yes,No,B10and100
144,15.92,15.92,0.0,4.9492,1096.0,No,No,B10and100
145,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
146,12.27,12.27,0.0,4.875,421.0,Yes,No,B10and100
147,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
148,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
149,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
150,15.0,15.0,0.0,5.0,284.0,Yes,No,B10and100
151,12.0,15.0,20.0,4.9231,3595.0,Yes,No,B10and100
152,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
153,100.0,100.0,0.0,4.88,2188.0,Yes,No,B10and100
154,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
155,12.99,12.99,0.0,4.949,4454.0,No,No,B10and100
156,99.0,99.0,0.0,5.0,1386.0,No,No,B10and100
157,30.0,30.0,0.0,4.9876,2048.0,Yes,No,B10and100
158,10.49,14.99,30.0,4.9497,6738.0,No,No,B10and100
159,12.0,12.0,0.0,4.6846,9434.0,Yes,No,B10and100
160,15.0,15.0,0.0,4.913,3636.0,Yes,No,B10and100
161,10.0,10.0,0.0,4.961,1333.0,Yes,No,B10and100
162,15.0,15.0,0.0,4.9389,2612.0,No,No,B10and100
163,12.09,12.09,0.0,4.5946,308.0,No,No,B10and100
164,15.0,15.0,0.0,4.8299,825.0,No,No,B10and100
165,40.0,40.0,0.0,5.0,1060.0,Yes,No,B10and100
166,30.0,30.0,0.0,4.9672,2286.0,No,No,B10and100
167,30.0,30.0,0.0,4.9643,1181.0,Yes,No,B10and100
168,10.0,10.0,0.0,4.9286,1101.0,Yes,No,B10and100
169,13.0,13.0,0.0,4.9545,484.0,Yes,No,B10and100
170,21.52,21.52,0.0,4.5909,185.0,No,No,B10and100
171,17.51,17.51,0.0,5.0,100.0,No,No,B10and100
172,13.49,14.99,10.0,4.9924,1545.0,No,No,B10and100
173,10.0,10.0,0.0,4.9538,456.0,Yes,No,B10and100
174,25.0,25.0,0.0,4.9556,10634.0,No,No,B10and100
175,43.06,43.06,0.0,5.0,130.0,Yes,No,B10and100
176,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
177,18.0,18.0,0.0,4.9574,6270.0,Yes,No,B10and100
178,12.0,12.0,0.0,4.9431,1978.0,Yes,No,B10and100
179,16.77,16.77,0.0,5.0,21.0,No,No,B10and100
180,57.41,57.41,0.0,4.9231,1012.0,No,No,B10and100
181,10.0,10.0,0.0,4.9787,1036.0,Yes,No,B10and100
182,14.99,14.99,0.0,5.0,241.0,No,No,B10and100
183,10.0,10.0,0.0,4.8072,3304.0,No,No,B10and100
184,15.19,15.19,0.0,4.9583,539.0,Yes,No,B10and100
185,11.95,11.95,0.0,4.8466,4612.0,Yes,No,B10and100
186,12.0,12.0,0.0,4.9291,3043.0,No,No,B10and100
187,19.5,19.5,0.0,5.0,439.0,Yes,No,B10and100
188,100.0,100.0,0.0,5.0,269.0,Yes,No,B10and100
189,24.25,24.25,0.0,4.9622,1830.0,Yes,No,B10and100
190,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
191,12.27,12.27,0.0,4.875,421.0,Yes,No,B10and100
192,18.0,18.0,0.0,5.0,2474.0,Yes,No,B10and100
193,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
194,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
195,12.0,15.0,20.0,4.9231,3595.0,Yes,No,B10and100
196,100.0,100.0,0.0,4.88,2188.0,Yes,No,B10and100
197,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
198,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
199,99.0,99.0,0.0,5.0,1386.0,No,No,B10and100
200,17.99,17.99,0.0,5.0,2616.0,Yes,No,B10and100
201,15.0,15.0,0.0,4.9533,2021.0,Yes,No,B10and100
202,11.21,11.21,0.0,4.9,86.0,No,No,B10and100
203,30.0,30.0,0.0,4.9839,829.0,Yes,No,B10and100
204,12.0,12.0,0.0,,,Yes,No,B10and100
205,16.45,16.45,0.0,4.5946,308.0,No,No,B10and100
206,11.99,11.99,0.0,5.0,241.0,No,No,B10and100
207,24.27,26.97,10.0,4.9747,1160.0,No,No,B10and100
208,17.0,17.0,0.0,5.0,1099.0,Yes,No,B10and100
209,12.0,12.0,0.0,4.9291,3043.0,No,No,B10and100
210,15.0,15.0,0.0,4.9517,6082.0,No,No,B10and100
211,21.96,25.84,15.0,4.9583,403.0,Yes,No,B10and100
212,42.0,42.0,0.0,4.9677,1073.0,Yes,No,B10and100
213,12.0,12.0,0.0,5.0,411.0,Yes,No,B10and100
214,10.0,10.0,0.0,4.9787,1036.0,Yes,No,B10and100
215,15.0,15.0,0.0,4.9936,748.0,Yes,No,B10and100
216,36.0,40.0,10.0,5.0,380.0,Yes,No,B10and100
217,25.0,25.0,0.0,4.7,1921.0,Yes,No,B10and100
218,11.2,14.0,20.0,4.9796,3891.0,Yes,No,B10and100
219,20.0,20.0,0.0,4.875,1055.0,Yes,No,B10and100
220,11.99,11.99,0.0,4.9588,7518.0,No,No,B10and100
221,20.0,20.0,0.0,4.9286,1101.0,Yes,No,B10and100
222,13.49,14.99,10.0,4.9924,1545.0,No,No,B10and100
223,23.93,23.93,0.0,5.0,139.0,Yes,No,B10and100
224,15.0,15.0,0.0,4.9744,2359.0,Yes,No,B10and100
225,12.0,12.0,0.0,4.9505,1623.0,Yes,No,B10and100
226,25.0,25.0,0.0,1.0,25.0,No,No,B10and100
227,30.0,30.0,0.0,5.0,316.0,Yes,No,B10and100
228,15.0,15.0,0.0,4.9639999999999995,51367.0,No,No,B10and100
229,10.0,10.0,0.0,,,Yes,No,B10and100
230,12.0,12.0,0.0,5.0,34.0,Yes,No,B10and100
231,16.59,16.59,0.0,5.0,197.0,Yes,No,B10and100
232,16.72,20.9,20.0,4.9789,4360.0,Yes,No,B10and100
233,11.0,11.0,0.0,4.9,505.0,Yes,No,B10and100
234,18.0,18.0,0.0,5.0,1422.0,Yes,No,B10and100
235,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
236,12.21,12.21,0.0,4.875,421.0,Yes,No,B10and100
237,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
238,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
239,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
240,11.99,11.99,0.0,4.9588,7518.0,No,No,B10and100
241,10.4,13.0,20.0,4.9796,3891.0,Yes,No,B10and100
242,20.0,20.0,0.0,4.9286,1101.0,Yes,No,B10and100
243,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
244,17.0,17.0,0.0,4.9517,6082.0,No,No,B10and100
245,11.97,11.97,0.0,5.0,218.0,Yes,No,B10and100
246,45.0,45.0,0.0,5.0,1060.0,Yes,No,B10and100
247,19.0,19.0,0.0,5.0,2998.0,Yes,No,B10and100
248,18.0,18.0,0.0,4.8919,3190.0,Yes,No,B10and100
249,20.0,20.0,0.0,4.971,759.0,Yes,No,B10and100
250,10.0,10.0,0.0,4.9538,456.0,Yes,No,B10and100
251,10.0,10.0,0.0,5.0,1971.0,Yes,No,B10and100
252,18.19,25.99,30.0,4.9451,2013.0,No,No,B10and100
253,10.0,10.0,0.0,4.88,2188.0,Yes,No,B10and100
254,22.0,22.0,0.0,4.902,1655.0,Yes,No,B10and100
255,10.33,12.92,20.0,4.9136,2183.0,Yes,No,B10and100
256,10.0,10.0,0.0,5.0,499.0,Yes,No,B10and100
257,31.11,31.11,0.0,4.95,282.0,No,No,B10and100
258,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
259,15.0,15.0,0.0,4.9286,1818.0,Yes,No,B10and100
260,24.0,24.0,0.0,4.9541,9423.0,Yes,No,B10and100
261,38.0,38.0,0.0,4.8571,787.0,Yes,No,B10and100
262,55.0,55.0,0.0,5.0,948.0,Yes,No,B10and100
263,99.0,99.0,0.0,5.0,1386.0,No,No,B10and100
264,29.25,39.0,25.0,5.0,144.0,No,No,B10and100
265,16.95,16.95,0.0,5.0,148.0,Yes,No,B10and100
266,11.0,11.0,0.0,4.9521,3019.0,Yes,No,B10and100
267,15.0,15.0,0.0,4.7692,452.0,Yes,No,B10and100
268,11.97,11.97,0.0,5.0,152.0,Yes,No,B10and100
269,40.0,40.0,0.0,4.8333,1212.0,Yes,No,B10and100
270,20.0,20.0,0.0,5.0,635.0,No,No,B10and100
271,19.0,19.0,0.0,,,No,No,B10and100
272,12.0,12.0,0.0,5.0,656.0,Yes,No,B10and100
273,15.84,18.63,15.0,4.9583,403.0,Yes,No,B10and100
274,13.0,13.0,0.0,4.9898,11190.0,Yes,No,B10and100
275,17.5,17.5,0.0,4.9357,4748.0,Yes,No,B10and100
276,11.5,11.5,0.0,4.9688,189.0,No,No,B10and100
277,21.19,21.19,0.0,4.9583,539.0,Yes,No,B10and100
278,19.5,19.5,0.0,5.0,439.0,Yes,No,B10and100
279,14.32,14.32,0.0,5.0,100.0,No,No,B10and100
280,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
281,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
282,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
283,20.0,20.0,0.0,4.971,759.0,Yes,No,B10and100
284,20.0,20.0,0.0,5.0,1060.0,Yes,No,B10and100
285,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
286,10.0,10.0,0.0,4.9527,1256.0,Yes,No,B10and100
287,11.99,11.99,0.0,4.6667,1321.0,Yes,No,B10and100
288,100.0,100.0,0.0,4.9082,714.0,Yes,No,B10and100
289,17.55,17.55,0.0,5.0,831.0,Yes,No,B10and100
290,15.0,15.0,0.0,4.9241,897.0,Yes,No,B10and100
291,12.42,12.42,0.0,5.0,929.0,No,No,B10and100
292,15.0,15.0,0.0,5.0,104.0,Yes,No,B10and100
293,20.35,20.35,0.0,4.9192,4627.0,No,No,B10and100
294,10.0,10.0,0.0,4.9,505.0,Yes,No,B10and100
295,56.0,56.0,0.0,5.0,918.0,Yes,No,B10and100
296,20.0,20.0,0.0,,,Yes,No,B10and100
297,10.0,10.0,0.0,4.8466,4612.0,Yes,No,B10and100
298,16.0,16.0,0.0,5.0,1422.0,Yes,No,B10and100
299,11.5,11.5,0.0,4.9688,189.0,No,No,B10and100
300,55.98,55.98,0.0,4.9754,737.0,No,No,B10and100
301,10.0,10.0,0.0,4.9517,6082.0,No,No,B10and100
302,22.0,22.0,0.0,4.9609,1620.0,No,No,B10and100
303,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
304,12.0,12.0,0.0,4.9375,514.0,Yes,No,B10and100
305,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
306,10.0,10.0,0.0,5.0,1971.0,Yes,No,B10and100
307,25.0,25.0,0.0,4.6822,508.0,No,No,B10and100
308,13.49,14.99,10.0,4.9924,1545.0,No,No,B10and100
309,15.19,15.19,0.0,4.9583,539.0,Yes,No,B10and100
310,13.3,19.0,30.0,5.0,1594.0,No,No,B10and100
311,10.0,10.0,0.0,5.0,190.0,No,No,B10and100
312,91.93,91.93,0.0,4.75,503.0,No,No,B10and100
313,15.0,15.0,0.0,4.971,512.0,Yes,No,B10and100
314,15.0,15.0,0.0,5.0,507.0,Yes,No,B10and100
315,77.39,77.39,0.0,5.0,296.0,Yes,No,B10and100
316,20.0,20.0,0.0,5.0,11.0,No,No,B10and100
317,100.0,100.0,0.0,4.9492,1288.0,Yes,No,B10and100
318,10.0,10.0,0.0,5.0,595.0,No,No,B10and100
319,99.0,99.0,0.0,5.0,1386.0,No,No,B10and100
320,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
321,18.31,18.31,0.0,4.7679,771.0,Yes,No,B10and100
322,10.0,10.0,0.0,4.8919,3190.0,Yes,No,B10and100
323,12.0,12.0,0.0,4.3333,184.0,Yes,No,B10and100
324,15.0,15.0,0.0,5.0,3398.0,Yes,No,B10and100
325,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
326,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
327,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
328,11.99,11.99,0.0,4.6667,1321.0,Yes,No,B10and100
329,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
330,11.0,11.0,0.0,4.9609,1620.0,No,No,B10and100
331,16.59,16.59,0.0,5.0,197.0,Yes,No,B10and100
332,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
333,22.0,22.0,0.0,4.8,913.0,Yes,No,B10and100
334,14.0,14.0,0.0,4.9619,1228.0,Yes,No,B10and100
335,19.75,19.75,0.0,4.9916,4525.0,No,No,B10and100
336,10.0,10.0,0.0,4.9431,736.0,No,No,B10and100
337,15.0,15.0,0.0,4.978,6151.0,Yes,No,B10and100
338,10.2,17.0,40.0,4.9582,7211.0,No,No,B10and100
339,50.0,50.0,0.0,,,No,No,B10and100
340,30.0,30.0,0.0,4.9643,1181.0,Yes,No,B10and100
341,15.0,15.0,0.0,4.75,5734.0,Yes,No,B10and100
342,40.5,45.0,10.0,4.9615,2228.0,Yes,No,B10and100
343,20.71,20.71,0.0,4.9643,108.0,Yes,No,B10and100
344,17.99,17.99,0.0,5.0,2616.0,Yes,No,B10and100
345,11.2,14.0,20.0,4.9796,3891.0,Yes,No,B10and100
346,19.5,19.5,0.0,5.0,439.0,Yes,No,B10and100
347,12.0,12.0,0.0,4.7571,470.0,Yes,No,B10and100
348,25.0,25.0,0.0,,,No,No,B10and100
349,41.45,41.45,0.0,4.9655,1030.0,Yes,No,B10and100
350,12.0,12.0,0.0,4.9533,2021.0,No,No,B10and100
351,100.0,100.0,0.0,4.9063,573.0,Yes,No,B10and100
352,14.0,14.0,0.0,4.7751,4038.0,Yes,No,B10and100
353,10.0,10.0,0.0,4.9898,11190.0,Yes,No,B10and100
354,16.0,16.0,0.0,4.9701,784.0,Yes,No,B10and100
355,11.57,11.57,0.0,5.0,170.0,Yes,No,B10and100
356,20.0,20.0,0.0,4.85,1466.0,No,No,B10and100
357,25.0,25.0,0.0,4.9861,547.0,Yes,No,B10and100
358,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
359,16.0,16.0,0.0,5.0,1422.0,Yes,No,B10and100
360,32.0,32.0,0.0,4.7692,452.0,Yes,No,B10and100
361,10.7,15.29,30.0,4.8314,2343.0,No,No,B10and100
362,14.0,14.0,0.0,4.9517,6082.0,Yes,No,B10and100
363,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
364,20.34,20.34,0.0,5.0,231.0,Yes,No,B10and100
365,11.91,11.91,0.0,5.0,113.0,Yes,No,B10and100
366,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
367,45.0,45.0,0.0,4.7667,1767.0,Yes,No,B10and100
368,12.5,12.5,0.0,4.95,1496.0,Yes,No,B10and100
369,80.0,80.0,0.0,4.9,67.0,No,No,B10and100
370,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
371,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
372,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
373,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
374,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
375,11.57,11.57,0.0,5.0,170.0,Yes,No,B10and100
376,10.0,10.0,0.0,5.0,170.0,Yes,No,B10and100
377,15.0,15.0,0.0,4.9819,1884.0,Yes,No,B10and100
378,10.2,10.2,0.0,5.0,113.0,Yes,No,B10and100
379,12.75,15.0,15.0,4.8845,2990.0,Yes,No,B10and100
380,100.0,100.0,0.0,4.9881,2689.0,Yes,No,B10and100
381,27.0,27.0,0.0,4.9552,2262.0,Yes,No,B10and100
382,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
383,45.0,45.0,0.0,,,No,No,B10and100
384,14.0,14.0,0.0,4.7625,1987.0,No,No,B10and100
385,10.7,15.29,30.0,4.8314,2343.0,No,No,B10and100
386,13.75,13.75,0.0,4.9808,7092.0,No,No,B10and100
387,20.0,20.0,0.0,4.978,6151.0,Yes,No,B10and100
388,35.0,35.0,0.0,5.0,1971.0,Yes,No,B10and100
389,20.0,20.0,0.0,4.8158,3393.0,Yes,No,B10and100
390,15.0,15.0,0.0,4.9167,225.0,Yes,No,B10and100
391,14.0,14.0,0.0,,,Yes,No,B10and100
392,40.0,40.0,0.0,4.9304,1511.0,Yes,No,B10and100
393,10.0,10.0,0.0,5.0,575.0,Yes,No,B10and100
394,74.99,74.99,0.0,4.9646,1556.0,Yes,No,B10and100
395,12.77,12.77,0.0,4.9787,1323.0,No,No,B10and100
396,15.0,15.0,0.0,5.0,1765.0,Yes,No,B10and100
397,17.5,17.5,0.0,,,No,No,B10and100
398,14.99,14.99,0.0,5.0,241.0,No,No,B10and100
399,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
400,12.63,15.79,20.0,4.9136,2183.0,Yes,No,B10and100
401,12.99,12.99,0.0,4.9804,4171.0,Yes,No,B10and100
402,20.0,20.0,0.0,4.875,1055.0,Yes,No,B10and100
403,11.4,19.0,40.0,4.9298,1221.0,Yes,No,B10and100
404,11.97,11.97,0.0,4.9876,1206.0,No,No,B10and100
405,18.99,18.99,0.0,5.0,207.0,No,No,B10and100
406,30.0,30.0,0.0,4.9643,1181.0,Yes,No,B10and100
407,15.0,15.0,0.0,5.0,477.0,Yes,No,B10and100
408,10.0,10.0,0.0,4.95,225.0,Yes,No,B10and100
409,15.0,15.0,0.0,5.0,3398.0,Yes,No,B10and100
410,14.32,14.32,0.0,5.0,100.0,No,No,B10and100
411,15.0,15.0,0.0,5.0,99.0,Yes,No,B10and100
412,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
413,46.08,57.6,20.0,4.9565,1721.0,Yes,No,B10and100
414,70.0,70.0,0.0,5.0,532.0,No,No,B10and100
415,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
416,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
417,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
418,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
419,11.4,19.0,40.0,4.9298,1221.0,Yes,No,B10and100
420,12.75,15.0,15.0,4.8845,2990.0,Yes,No,B10and100
421,10.0,10.0,0.0,4.8846,114.0,Yes,No,B10and100
422,16.0,16.0,0.0,5.0,72.0,No,No,B10and100
423,18.0,18.0,0.0,4.987,594.0,No,No,B10and100
424,15.0,15.0,0.0,5.0,1060.0,Yes,No,B10and100
425,35.0,35.0,0.0,5.0,1971.0,Yes,No,B10and100
426,12.99,12.99,0.0,4.9062,4856.0,Yes,No,B10and100
427,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
428,15.0,15.0,0.0,4.9744,2359.0,Yes,No,B10and100
429,78.94,78.94,0.0,5.0,122.0,Yes,No,B10and100
430,10.79,10.79,0.0,5.0,48.0,No,No,B10and100
431,14.99,14.99,0.0,5.0,241.0,No,No,B10and100
432,15.0,15.0,0.0,5.0,116.0,No,No,B10and100
433,21.5,21.5,0.0,4.8893,4752.0,Yes,No,B10and100
434,15.0,15.0,0.0,4.9395,2961.0,Yes,No,B10and100
435,14.0,14.0,0.0,4.9619,1228.0,Yes,No,B10and100
436,58.0,58.0,0.0,4.7907,150.0,Yes,No,B10and100
437,10.05,14.36,30.0,4.8925,4588.0,No,No,B10and100
438,24.0,24.0,0.0,4.9291,3043.0,No,No,B10and100
439,12.99,12.99,0.0,4.949,4454.0,No,No,B10and100
440,12.99,12.99,0.0,4.9105,2311.0,Yes,No,B10and100
441,86.0,86.0,0.0,5.0,499.0,Yes,No,B10and100
442,18.5,18.5,0.0,4.9091,78.0,No,No,B10and100
443,12.0,12.0,0.0,5.0,54.0,Yes,No,B10and100
444,20.0,20.0,0.0,4.875,1055.0,Yes,No,B10and100
445,25.0,25.0,0.0,4.6842,171.0,Yes,No,B10and100
446,10.0,10.0,0.0,,,No,No,B10and100
447,15.0,15.0,0.0,5.0,52.0,Yes,No,B10and100
448,32.0,32.0,0.0,4.9241,897.0,Yes,No,B10and100
449,10.0,10.0,0.0,4.9829,2768.0,Yes,No,B10and100
450,14.0,14.0,0.0,4.9517,6082.0,Yes,No,B10and100
451,19.95,19.95,0.0,,,Yes,No,B10and100
452,100.0,100.0,0.0,4.9082,714.0,Yes,No,B10and100
453,43.0,43.0,0.0,5.0,693.0,Yes,No,B10and100
454,10.7,15.29,30.0,4.8314,2343.0,No,No,B10and100
455,14.95,14.95,0.0,4.5946,308.0,No,No,B10and100
456,10.0,10.0,0.0,5.0,8.0,Yes,No,B10and100
457,14.0,14.0,0.0,5.0,175.0,No,No,B10and100
458,22.98,22.98,0.0,5.0,5.0,Yes,No,B10and100
459,15.96,15.96,0.0,5.0,152.0,Yes,No,B10and100
460,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
461,18.0,18.0,0.0,5.0,2474.0,Yes,No,B10and100
462,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
463,10.0,10.0,0.0,5.0,1971.0,Yes,No,B10and100
464,20.0,20.0,0.0,4.875,1055.0,Yes,No,B10and100
465,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
466,20.0,20.0,0.0,4.3667,1071.0,Yes,No,B10and100
467,100.0,100.0,0.0,4.6667,204.0,Yes,No,B10and100
468,80.3,80.3,0.0,4.9647,855.0,No,No,B10and100
469,20.0,20.0,0.0,4.971,759.0,Yes,No,B10and100
470,17.99,17.99,0.0,5.0,2616.0,Yes,No,B10and100
471,12.99,12.99,0.0,5.0,241.0,No,No,B10and100
472,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
473,65.0,65.0,0.0,5.0,532.0,No,No,B10and100
474,11.48,11.48,0.0,4.8817,180.0,No,No,B10and100
475,29.0,29.0,0.0,4.982,17860.0,No,No,B10and100
476,19.5,19.5,0.0,5.0,439.0,Yes,No,B10and100
477,70.0,70.0,0.0,5.0,127.0,No,No,B10and100
478,20.0,20.0,0.0,4.8158,3393.0,Yes,No,B10and100
479,10.0,10.0,0.0,4.9339,726.0,Yes,No,B10and100
480,10.2,12.0,15.0,4.9553,6694.0,Yes,No,B10and100
481,10.99,10.99,0.0,4.95,1140.0,No,No,B10and100
482,16.45,16.45,0.0,4.5946,308.0,No,No,B10and100
483,13.49,14.99,10.0,4.9924,1545.0,No,No,B10and100
484,10.0,10.0,0.0,4.918,1946.0,Yes,No,B10and100
485,10.0,10.0,0.0,5.0,684.0,Yes,No,B10and100
486,18.0,18.0,0.0,4.9643,1181.0,Yes,No,B10and100
487,16.99,16.99,0.0,4.9096,1999.0,Yes,No,B10and100
488,25.82,25.82,0.0,4.9,5528.0,No,No,B10and100
489,50.0,50.0,0.0,5.0,114.0,No,No,B10and100
490,11.99,11.99,0.0,4.75,1263.0,No,No,B10and100
491,19.0,19.0,0.0,4.9699,7798.0,No,No,B10and100
492,50.0,50.0,0.0,5.0,130.0,Yes,No,B10and100
493,15.5,15.5,0.0,4.8638,3310.0,Yes,No,B10and100
494,91.83,114.78,20.0,5.0,762.0,Yes,No,B10and100
495,15.0,15.0,0.0,5.0,1060.0,Yes,No,B10and100
496,12.0,12.0,0.0,4.6846,9434.0,Yes,No,B10and100
497,14.0,14.0,0.0,4.7751,4038.0,Yes,No,B10and100
498,12.0,12.0,0.0,5.0,1348.0,Yes,No,B10and100
499,15.0,15.0,0.0,4.9241,897.0,Yes,No,B10and100
500,86.0,86.0,0.0,5.0,38.0,No,No,B10and100
501,18.19,25.99,30.0,4.9451,2013.0,No,No,B10and100
502,14.0,14.0,0.0,4.9517,6082.0,Yes,No,B10and100
503,10.0,10.0,0.0,5.0,190.0,No,No,B10and100
504,20.0,20.0,0.0,4.8936,499.0,No,No,B10and100
505,14.93,14.93,0.0,4.9444,756.0,Yes,No,B10and100
506,97.9,97.9,0.0,4.6667,231.0,Yes,No,B10and100
507,15.0,15.0,0.0,5.0,2474.0,Yes,No,B10and100
508,12.0,12.0,0.0,5.0,1971.0,Yes,No,B10and100
509,20.0,20.0,0.0,4.971,759.0,Yes,No,B10and100
510,19.5,19.5,0.0,5.0,439.0,Yes,No,B10and100
511,50.0,50.0,0.0,4.9933,1237.0,Yes,No,B10and100
512,12.5,12.5,0.0,4.9505,10885.0,No,No,B10and100
513,15.0,15.0,0.0,5.0,278.0,Yes,No,B10and100
514,11.99,11.99,0.0,4.6667,1321.0,Yes,No,B10and100
515,15.5,15.5,0.0,4.8638,3310.0,Yes,No,B10and100
516,12.0,12.0,0.0,5.0,129.0,No,No,B10and100
517,99.0,99.0,0.0,5.0,1386.0,No,No,B10and100
518,10.0,10.0,0.0,5.0,348.0,Yes,No,B10and100
519,13.14,16.42,20.0,5.0,816.0,Yes,No,B10and100
520,10.0,10.0,0.0,4.8971,1109.0,No,No,B10and100
521,15.99,15.99,0.0,5.0,241.0,No,No,B10and100
522,14.99,14.99,0.0,4.9279,4173.0,No,No,B10and100
523,27.92,27.92,0.0,4.962,1083.0,Yes,No,B10and100
524,50.0,50.0,0.0,4.9861,547.0,Yes,No,B10and100
525,50.0,50.0,0.0,5.0,918.0,Yes,No,B10and100
526,12.99,12.99,0.0,4.9105,2311.0,Yes,No,B10and100
527,15.0,15.0,0.0,5.0,3398.0,Yes,No,B10and100
528,16.0,16.0,0.0,4.9487,1492.0,Yes,No,B10and100
529,12.0,12.0,0.0,5.0,455.0,No,No,B10and100
530,29.0,29.0,0.0,4.7667,1767.0,Yes,No,B10and100
531,10.0,10.0,0.0,4.9538,456.0,Yes,No,B10and100
532,10.0,10.0,0.0,5.0,4057.0,Yes,No,B10and100
533,30.0,30.0,0.0,,,No,No,B10and100
534,12.99,12.99,0.0,4.949,4454.0,No,No,B10and100
535,12.0,12.0,0.0,4.6,698.0,Yes,No,B10and100
536,14.0,14.0,0.0,4.9517,6082.0,Yes,No,B10and100
537,14.99,14.99,0.0,4.947,1980.0,Yes,No,B10and100
538,16.0,16.0,0.0,4.9357,1971.0,Yes,No,B10and100
539,50.0,50.0,0.0,5.0,110.0,Yes,No,B10and100
540,10.0,10.0,0.0,4.8387,117.0,Yes,No,B10and100
541,20.0,20.0,0.0,5.0,635.0,No,No,B10and100
542,12.0,12.0,0.0,4.9291,3043.0,No,No,B10and100
543,15.0,15.0,0.0,4.8462,359.0,Yes,No,B10and100
544,10.33,12.92,20.0,4.9136,2183.0,Yes,No,B10and100
545,15.0,15.0,0.0,5.0,916.0,Yes,No,B10and100
546,14.99,14.99,0.0,4.949,1078.0,Yes,No,B10and100
547,40.0,40.0,0.0,4.9304,1511.0,Yes,No,B10and100
