,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Type
1902,3.5,3.5,0.0,,,No,No,Handmade
1903,7.25,7.25,0.0,4.7647,675.0,Yes,No,Handmade
1904,25.0,25.0,0.0,5.0,475.0,Yes,No,Handmade
1905,41.45,41.45,0.0,4.9655,1030.0,Yes,No,Handmade
1906,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
1907,15.0,15.0,0.0,4.9383,2116.0,Yes,No,Handmade
1908,375.0,375.0,0.0,4.966,677.0,Yes,No,Handmade
1909,14.99,14.99,0.0,5.0,15.0,No,No,Handmade
1910,63.0,63.0,0.0,5.0,693.0,Yes,No,Handmade
1911,14.34,14.34,0.0,4.9808,1191.0,Yes,No,Handmade
1912,27.92,27.92,0.0,5.0,139.0,Yes,No,Handmade
1913,196.0,196.0,0.0,4.8571,787.0,No,No,Handmade
1914,7.64,8.99,15.0,4.8951,3752.0,No,No,Handmade
1915,0.72,0.72,0.0,5.0,103.0,No,No,Handmade
1916,2.75,2.75,0.0,4.825,892.0,No,No,Handmade
1917,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
1918,1.0,1.0,0.0,4.9688,189.0,No,No,Handmade
1919,23.0,23.0,0.0,4.9753,1921.0,Yes,No,Handmade
1920,2.5,2.5,0.0,5.0,1368.0,No,No,Handmade
1921,75.0,75.0,0.0,5.0,104.0,Yes,No,Handmade
1922,7.0,7.0,0.0,5.0,342.0,No,No,Handmade
1923,5.0,5.0,0.0,4.9773,1380.0,Yes,No,Handmade
1924,12.0,12.0,0.0,5.0,411.0,Yes,No,Handmade
1925,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
1926,9.0,9.0,0.0,4.9318,948.0,No,No,Handmade
1927,5.0,5.0,0.0,,,No,No,Handmade
1928,3.8,3.8,0.0,4.9518,1945.0,Yes,No,Handmade
1929,4.75,4.75,0.0,4.6168,3366.0,No,No,Handmade
1930,0.89,0.99,10.0,4.9701,2100.0,No,No,Handmade
1931,7.0,7.0,0.0,5.0,342.0,No,No,Handmade
1932,12.99,12.99,0.0,4.9062,4856.0,Yes,No,Handmade
1933,12.99,12.99,0.0,4.9105,2311.0,Yes,No,Handmade
1934,10.0,10.0,0.0,4.7742,367.0,No,No,Handmade
1935,12.0,12.0,0.0,4.8333,115.0,Yes,No,Handmade
1936,15.0,15.0,0.0,,,No,No,Handmade
1937,425.0,425.0,0.0,4.8182,114.0,Yes,No,Handmade
1938,9.79,13.99,30.0,4.9451,2013.0,No,No,Handmade
1939,124.22,124.22,0.0,5.0,103.0,No,No,Handmade
1940,6.99,6.99,0.0,4.0,60.0,No,No,Handmade
1941,1.0,1.0,0.0,4.9351,1520.0,Yes,No,Handmade
1942,0.25,0.25,0.0,4.9646,1154.0,No,No,Handmade
1943,100.0,100.0,0.0,,,Yes,No,Handmade
1944,8.99,8.99,0.0,4.9597,1138.0,No,No,Handmade
1945,25.0,25.0,0.0,4.9118,408.0,No,No,Handmade
1946,22.0,22.0,0.0,4.8,913.0,Yes,No,Handmade
1947,3.5,3.5,0.0,4.9118,408.0,No,No,Handmade
1948,27.2,27.2,0.0,4.9613,631.0,Yes,No,Handmade
1949,12.99,12.99,0.0,4.9105,2311.0,Yes,No,Handmade
1950,46.09,46.09,0.0,4.9655,1030.0,Yes,No,Handmade
1951,8.0,8.0,0.0,5.0,67.0,No,No,Handmade
1952,14.0,14.0,0.0,5.0,46.0,Yes,No,Handmade
1953,100.0,100.0,0.0,4.5542,572.0,Yes,No,Handmade
1954,9.99,9.99,0.0,4.8957,8328.0,Yes,No,Handmade
1955,7.2,8.0,10.0,4.6364,540.0,No,No,Handmade
1956,16.54,18.37,10.0,4.9481,3237.0,Yes,No,Handmade
1957,12.5,12.5,0.0,4.9505,10885.0,No,No,Handmade
1958,9.99,9.99,0.0,4.8957,8328.0,Yes,No,Handmade
1959,2.65,2.65,0.0,5.0,575.0,Yes,No,Handmade
1960,50.0,50.0,0.0,4.9933,1237.0,Yes,No,Handmade
1961,15.0,15.0,0.0,4.9898,11190.0,Yes,No,Handmade
1962,99.0,99.0,0.0,5.0,1386.0,No,No,Handmade
1963,32.95,32.95,0.0,4.8736,2434.0,No,No,Handmade
1964,1.3,1.3,0.0,5.0,4097.0,Yes,No,Handmade
1965,8.99,8.99,0.0,4.9872,1593.0,Yes,No,Handmade
1966,8.4,14.0,40.0,4.8914,4654.0,Yes,No,Handmade
1967,6.74,8.99,25.0,4.6111,1195.0,No,No,Handmade
1968,15.9,19.88,20.0,4.962,1814.0,No,No,Handmade
1969,20.0,20.0,0.0,4.971,759.0,Yes,No,Handmade
1970,15.0,15.0,0.0,5.0,535.0,Yes,No,Handmade
1971,1.5,2.0,25.0,4.979,1144.0,No,No,Handmade
1972,15.0,15.0,0.0,,,No,No,Handmade
1973,5.3,5.3,0.0,4.9524,608.0,Yes,No,Handmade
1974,8.0,8.0,0.0,4.8919,3190.0,Yes,No,Handmade
1975,14.99,14.99,0.0,5.0,241.0,No,No,Handmade
1976,8.0,8.0,0.0,4.8857,438.0,No,No,Handmade
1977,17.22,17.22,0.0,,,No,No,Handmade
1978,4.0,4.0,0.0,4.2,25.0,No,No,Handmade
1979,6.75,9.0,25.0,4.9282,1695.0,Yes,No,Handmade
1980,40.0,40.0,0.0,5.0,148.0,Yes,No,Handmade
1981,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
1982,160.0,160.0,0.0,4.8571,787.0,No,No,Handmade
1983,5.5,5.5,0.0,4.8919999999999995,1243.0,No,No,Handmade
1984,15.0,15.0,0.0,5.0,3398.0,Yes,No,Handmade
1985,3.6,6.0,40.0,4.9434,1669.0,Yes,No,Handmade
1986,15.0,15.0,0.0,5.0,2474.0,Yes,No,Handmade
1987,1.95,1.95,0.0,4.825,892.0,No,No,Handmade
1988,10.0,10.0,0.0,4.9734,2751.0,Yes,No,Handmade
1989,9.77,11.5,15.0,4.8791,465.0,No,No,Handmade
1990,18.7,22.0,15.0,4.8904,932.0,Yes,No,Handmade
1991,419.98,419.98,0.0,5.0,432.0,Yes,No,Handmade
1992,10.0,10.0,0.0,4.9787,1036.0,Yes,No,Handmade
1993,15.75,15.75,0.0,,,No,No,Handmade
1994,41.45,41.45,0.0,4.9655,1030.0,Yes,No,Handmade
1995,7.95,7.95,0.0,4.8333,2542.0,No,No,Handmade
1996,20.0,20.0,0.0,,,Yes,No,Handmade
1997,6.0,6.0,0.0,4.8,1221.0,No,No,Handmade
1998,15.0,15.0,0.0,4.971,512.0,Yes,No,Handmade
1999,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2000,9.6,12.0,20.0,5.0,208.0,No,No,Handmade
2001,2.87,2.87,0.0,4.9877,370.0,No,No,Handmade
2002,7.0,7.0,0.0,4.7647,675.0,Yes,No,Handmade
2003,20.0,20.0,0.0,4.4706,469.0,Yes,No,Handmade
2004,10.0,10.0,0.0,4.9247,996.0,Yes,No,Handmade
2005,49.45,49.45,0.0,4.9307,4738.0,Yes,No,Handmade
2006,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2007,6.5,6.5,0.0,4.9505,10885.0,No,No,Handmade
2008,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2009,7.56,8.9,15.0,4.8315,722.0,No,No,Handmade
2010,8.0,8.0,0.0,4.8857,438.0,No,No,Handmade
2011,0.21,0.3,30.0,4.9574,13988.0,Yes,No,Handmade
2012,4.5,4.5,0.0,4.7895,144.0,Yes,No,Handmade
2013,14.99,14.99,0.0,4.9279,4173.0,No,No,Handmade
2014,25.82,25.82,0.0,4.9,5528.0,No,No,Handmade
2015,7.5,7.5,0.0,5.0,24.0,No,No,Handmade
2016,5.02,5.02,0.0,4.8936,349.0,No,No,Handmade
2017,15.0,15.0,0.0,4.971,512.0,Yes,No,Handmade
2018,9.0,15.0,40.0,4.9298,1221.0,Yes,No,Handmade
2019,6.0,8.0,25.0,4.6111,1195.0,No,No,Handmade
2020,20.0,20.0,0.0,4.978,6152.0,Yes,No,Handmade
2021,6.25,6.25,0.0,4.9583,539.0,No,No,Handmade
2022,12.5,12.5,0.0,4.9823,5814.0,No,No,Handmade
2023,301.58,301.58,0.0,5.0,102.0,Yes,No,Handmade
2024,39.5,39.5,0.0,4.9897,2256.0,No,No,Handmade
2025,3.75,3.75,0.0,,,No,No,Handmade
2026,1.75,1.75,0.0,4.9565,1177.0,Yes,No,Handmade
2027,4.0,4.0,0.0,4.9434,618.0,No,No,Handmade
2028,9.0,9.0,0.0,5.0,198.0,Yes,No,Handmade
2029,18.0,18.0,0.0,4.8919,3190.0,Yes,No,Handmade
2030,15.0,15.0,0.0,4.9864,1797.0,Yes,No,Handmade
2031,10.0,10.0,0.0,4.88,2188.0,Yes,No,Handmade
2032,15.72,15.72,0.0,5.0,1096.0,No,No,Handmade
2033,2.67,2.67,0.0,4.8816,182.0,No,No,Handmade
2034,4.6,4.6,0.0,4.9286,44.0,No,No,Handmade
2035,15.0,15.0,0.0,5.0,242.0,Yes,No,Handmade
2036,3.5,3.5,0.0,4.9895,2710.0,Yes,No,Handmade
2037,2.75,2.75,0.0,4.9524,649.0,Yes,No,Handmade
2038,5.99,5.99,0.0,5.0,432.0,Yes,No,Handmade
2039,3.0,5.0,40.0,4.9366,5008.0,No,No,Handmade
2040,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2041,6.95,6.95,0.0,4.8654,1546.0,No,No,Handmade
2042,18.0,18.0,0.0,4.8831,1181.0,Yes,No,Handmade
2043,135.0,135.0,0.0,,,No,No,Handmade
2044,7.22,8.5,15.0,4.9727,2955.0,No,No,Handmade
2045,15.0,15.0,0.0,4.9383,2116.0,Yes,No,Handmade
2046,30.0,30.0,0.0,5.0,202.0,Yes,No,Handmade
2047,7.22,8.5,15.0,4.9727,2955.0,No,No,Handmade
2048,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2049,20.0,20.0,0.0,4.9699,7798.0,No,No,Handmade
2050,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
2051,77.39,77.39,0.0,5.0,296.0,Yes,No,Handmade
2052,5.99,9.99,40.0,4.9761,3334.0,No,No,Handmade
2053,2.15,2.15,0.0,4.9877,370.0,No,No,Handmade
2054,22.0,22.0,0.0,4.8,913.0,Yes,No,Handmade
2055,13.64,13.64,0.0,4.7622,725.0,Yes,No,Handmade
2056,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2057,15.0,15.0,0.0,,,No,No,Handmade
2058,8.09,8.09,0.0,4.9414,3122.0,No,No,Handmade
2059,50.0,50.0,0.0,5.0,475.0,Yes,No,Handmade
2060,31.57,31.57,0.0,4.8955,2081.0,No,No,Handmade
2061,14.0,14.0,0.0,4.9878,1967.0,Yes,No,Handmade
2062,10.0,10.0,0.0,4.9432,5136.0,Yes,No,Handmade
2063,20.0,20.0,0.0,5.0,473.0,Yes,No,Handmade
2064,15.0,15.0,0.0,5.0,268.0,Yes,No,Handmade
2065,1.44,1.44,0.0,4.9192,4825.0,No,No,Handmade
2066,12.0,12.0,0.0,4.6,698.0,Yes,No,Handmade
2067,12.0,12.0,0.0,4.9375,514.0,Yes,No,Handmade
2068,5.5,5.5,0.0,4.8919999999999995,1243.0,Yes,No,Handmade
2069,5.0,5.0,0.0,4.9241,897.0,Yes,No,Handmade
2070,5.75,5.75,0.0,4.7647,675.0,Yes,No,Handmade
2071,9.77,11.5,15.0,4.8791,465.0,No,No,Handmade
2072,20.0,20.0,0.0,5.0,275.0,No,No,Handmade
2073,4.13,4.13,0.0,4.5,66.0,Yes,No,Handmade
2074,5.5,5.5,0.0,,,No,No,Handmade
2075,40.0,40.0,0.0,5.0,148.0,Yes,No,Handmade
2076,9.0,15.0,40.0,4.9298,1221.0,Yes,No,Handmade
2077,1.75,1.75,0.0,4.7742,367.0,No,No,Handmade
2078,10.79,10.79,0.0,5.0,71.0,No,No,Handmade
2079,1.3,1.3,0.0,5.0,4097.0,Yes,No,Handmade
2080,5.95,5.95,0.0,4.75,232.0,Yes,No,Handmade
2081,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2082,2.01,2.01,0.0,4.9622,217.0,No,No,Handmade
2083,2.75,2.75,0.0,5.0,965.0,Yes,No,Handmade
2084,3.0,3.0,0.0,4.8,301.0,No,No,Handmade
2085,12.99,12.99,0.0,5.0,94.0,No,No,Handmade
2086,20.0,20.0,0.0,4.996,1215.0,Yes,No,Handmade
2087,4.66,4.66,0.0,4.9877,370.0,No,No,Handmade
2088,8.49,9.99,15.0,4.8951,3752.0,No,No,Handmade
2089,13.0,13.0,0.0,5.0,3390.0,Yes,No,Handmade
2090,6.0,6.0,0.0,5.0,12.0,No,No,Handmade
2091,4.0,10.0,60.0,4.872,3147.0,Yes,No,Handmade
2092,5.6,8.0,30.0,4.8833,1722.0,No,No,Handmade
2093,12.0,12.0,0.0,4.8889,223.0,Yes,No,Handmade
2094,15.0,15.0,0.0,4.9753,1921.0,Yes,No,Handmade
2095,5.5,5.5,0.0,5.0,24.0,No,No,Handmade
2096,1.75,1.75,0.0,4.9474,115.0,Yes,No,Handmade
2097,41.45,41.45,0.0,4.9655,1030.0,Yes,No,Handmade
2098,2.15,2.15,0.0,4.5,440.0,No,No,Handmade
2099,10.0,10.0,0.0,4.9512,1307.0,No,No,Handmade
2100,12.0,12.0,0.0,4.9884,1101.0,Yes,No,Handmade
2101,20.0,20.0,0.0,,,Yes,No,Handmade
2102,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
2103,35.0,35.0,0.0,5.0,77.0,No,No,Handmade
2104,15.0,15.0,0.0,4.9545,484.0,Yes,No,Handmade
2105,15.0,15.0,0.0,5.0,3398.0,Yes,No,Handmade
2106,9.0,15.0,40.0,4.9298,1221.0,Yes,No,Handmade
2107,12.0,15.0,20.0,4.9231,3595.0,Yes,No,Handmade
2108,137.0,137.0,0.0,5.0,39.0,Yes,No,Handmade
2109,2.67,2.67,0.0,5.0,38.0,No,No,Handmade
2110,0.89,0.99,10.0,4.9184,4450.0,No,No,Handmade
2111,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2112,1.99,3.99,50.0,5.0,476.0,No,No,Handmade
2113,13.0,13.0,0.0,,,Yes,No,Handmade
2114,5.5,5.5,0.0,,,Yes,No,Handmade
2115,3.3,3.3,0.0,4.8941,1091.0,Yes,No,Handmade
2116,5.95,5.95,0.0,4.75,232.0,Yes,No,Handmade
2117,20.0,20.0,0.0,4.9286,1101.0,Yes,No,Handmade
2118,196.0,196.0,0.0,4.8571,787.0,No,No,Handmade
2119,4.3,8.6,50.0,4.8759,5790.0,No,No,Handmade
2120,15.0,15.0,0.0,,,No,No,Handmade
2121,14.39,15.99,10.0,5.0,36.0,No,No,Handmade
2122,4.0,4.0,0.0,,,Yes,No,Handmade
2123,21.53,21.53,0.0,2.3333,166.0,Yes,No,Handmade
2124,22.11,22.11,0.0,5.0,113.0,Yes,No,Handmade
2125,8.09,8.09,0.0,4.9414,3122.0,No,No,Handmade
2126,50.0,50.0,0.0,4.9933,1237.0,Yes,No,Handmade
2127,1.0,1.0,0.0,4.9553,1961.0,Yes,No,Handmade
2128,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2129,5.25,5.25,0.0,4.9461,842.0,Yes,No,Handmade
2130,49.0,49.0,0.0,4.9541,361.0,No,No,Handmade
2131,15.0,15.0,0.0,5.0,535.0,Yes,No,Handmade
2132,7.64,8.99,15.0,4.8951,3752.0,No,No,Handmade
2133,6.99,6.99,0.0,4.7667,1767.0,Yes,No,Handmade
2134,16.0,16.0,0.0,4.9487,1492.0,Yes,No,Handmade
2135,12.0,12.0,0.0,5.0,411.0,Yes,No,Handmade
2136,13.91,17.39,20.0,4.962,1814.0,Yes,No,Handmade
2137,12.0,12.0,0.0,5.0,1348.0,Yes,No,Handmade
2138,10.5,14.0,25.0,4.8614,1032.0,Yes,No,Handmade
2139,5.8,5.8,0.0,4.8,439.0,No,No,Handmade
2140,5.5,5.5,0.0,4.9301,3641.0,Yes,No,Handmade
2141,9.0,9.0,0.0,4.8831,1181.0,No,No,Handmade
2142,11.99,11.99,0.0,5.0,241.0,No,No,Handmade
2143,2.86,2.86,0.0,4.9973,367.0,No,No,Handmade
2144,5.33,8.89,40.0,4.9518,5743.0,No,No,Handmade
2145,8.99,8.99,0.0,5.0,984.0,Yes,No,Handmade
2146,8.99,8.99,0.0,5.0,984.0,Yes,No,Handmade
2147,8.99,8.99,0.0,5.0,984.0,Yes,No,Handmade
2148,10.0,10.0,0.0,5.0,984.0,No,No,Handmade
2149,17.22,17.22,0.0,,,No,No,Handmade
2150,9.0,10.0,10.0,4.8625,360.0,No,No,Handmade
2151,12.0,12.0,0.0,4.7989,2888.0,Yes,No,Handmade
2152,7.19,7.99,10.0,4.9815,1424.0,No,No,Handmade
2153,12.95,12.95,0.0,4.9531,1334.0,Yes,No,Handmade
2154,196.0,196.0,0.0,4.8571,787.0,No,No,Handmade
2155,7.2,8.0,10.0,4.6364,540.0,No,No,Handmade
2156,30.0,30.0,0.0,4.9876,2048.0,Yes,No,Handmade
2157,6.2,6.2,0.0,4.9088,486.0,No,No,Handmade
2158,19.0,19.0,0.0,4.7692,452.0,Yes,No,Handmade
2159,4.25,4.25,0.0,4.8519,480.0,Yes,No,Handmade
2160,40.0,40.0,0.0,5.0,1060.0,Yes,No,Handmade
2161,5.0,5.0,0.0,5.0,323.0,No,No,Handmade
2162,30.0,30.0,0.0,4.9876,2048.0,Yes,No,Handmade
2163,14.99,14.99,0.0,4.887,3028.0,No,No,Handmade
2164,4.75,4.75,0.0,4.6168,3366.0,No,No,Handmade
2165,0.45,0.45,0.0,4.914,1215.0,Yes,No,Handmade
2166,5.81,5.81,0.0,4.9653,813.0,No,No,Handmade
2167,10.5,10.5,0.0,5.0,1159.0,Yes,No,Handmade
2168,1.75,1.75,0.0,4.9565,1177.0,Yes,No,Handmade
2169,11.37,11.37,0.0,4.8913,594.0,No,No,Handmade
2170,2.0,2.0,0.0,4.9921,852.0,Yes,No,Handmade
2171,18.0,18.0,0.0,4.8919,3190.0,Yes,No,Handmade
2172,16.0,16.0,0.0,4.9359,1972.0,Yes,No,Handmade
2173,10.0,10.0,0.0,5.0,163.0,Yes,No,Handmade
2174,41.45,41.45,0.0,4.9655,1030.0,Yes,No,Handmade
2175,29.0,29.0,0.0,4.982,17860.0,No,No,Handmade
2176,7.16,7.16,0.0,4.9,5528.0,No,No,Handmade
2177,1.75,1.75,0.0,4.9474,115.0,Yes,No,Handmade
2178,6.95,6.95,0.0,4.8654,1546.0,No,No,Handmade
2179,2.45,4.9,50.0,4.872,3147.0,No,No,Handmade
2180,8.5,8.5,0.0,5.0,165.0,Yes,No,Handmade
2181,13.59,15.99,15.0,4.8951,3752.0,No,No,Handmade
2182,8.0,8.0,0.0,4.9167,552.0,No,No,Handmade
2183,5.02,5.02,0.0,4.8839999999999995,1406.0,Yes,No,Handmade
2184,8.0,8.0,0.0,,,Yes,No,Handmade
2185,8.0,8.0,0.0,5.0,12.0,No,No,Handmade
2186,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2187,6.75,6.75,0.0,4.9545,307.0,No,No,Handmade
2188,150.0,150.0,0.0,4.9557,5017.0,Yes,No,Handmade
2189,13.99,13.99,0.0,4.9787,2624.0,Yes,No,Handmade
2190,1.42,1.42,0.0,4.9576,345.0,No,No,Handmade
2191,13.49,14.99,10.0,4.9924,1545.0,No,No,Handmade
2192,50.0,50.0,0.0,4.1875,197.0,No,No,Handmade
2193,4.09,4.09,0.0,4.8839999999999995,1406.0,Yes,No,Handmade
2194,0.62,0.62,0.0,5.0,9.0,No,No,Handmade
2195,8.94,11.18,20.0,4.9527,1151.0,No,No,Handmade
2196,99.0,99.0,0.0,5.0,1386.0,No,No,Handmade
2197,9.99,9.99,0.0,4.9514,1100.0,Yes,No,Handmade
2198,6.0,6.0,0.0,4.8095,1062.0,No,No,Handmade
2199,4.59,4.59,0.0,4.8839999999999995,1406.0,Yes,No,Handmade
2200,6.46,6.46,0.0,5.0,26.0,No,No,Handmade
2201,12.5,12.5,0.0,4.9505,10885.0,No,No,Handmade
2202,71.77,71.77,0.0,5.0,265.0,Yes,No,Handmade
2203,6.9,6.9,0.0,4.9524,608.0,Yes,No,Handmade
2204,23.97,34.25,30.0,4.9829,14297.0,Yes,No,Handmade
2205,10.0,10.0,0.0,5.0,918.0,Yes,No,Handmade
2206,12.0,12.0,0.0,4.6,698.0,Yes,No,Handmade
2207,1.44,1.44,0.0,5.0,89.0,No,No,Handmade
2208,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2209,12.5,12.5,0.0,5.0,1429.0,No,No,Handmade
2210,12.0,12.0,0.0,4.9514,4615.0,Yes,No,Handmade
2211,20.0,20.0,0.0,4.3667,1071.0,Yes,No,Handmade
2212,14.0,14.0,0.0,4.9517,6082.0,Yes,No,Handmade
2213,19.5,19.5,0.0,5.0,439.0,Yes,No,Handmade
2214,9.99,9.99,0.0,4.8957,8328.0,Yes,No,Handmade
2215,2.25,2.25,0.0,4.9545,307.0,No,No,Handmade
2216,19.5,19.5,0.0,5.0,439.0,Yes,No,Handmade
2217,4.0,4.0,0.0,5.0,378.0,No,No,Handmade
2218,4.16,4.16,0.0,4.8386,2855.0,No,No,Handmade
2219,6.0,10.0,40.0,4.9366,5008.0,No,No,Handmade
2220,20.0,20.0,0.0,4.3667,1071.0,Yes,No,Handmade
2221,6.6,11.0,40.0,4.9582,7211.0,No,No,Handmade
2222,5.0,5.0,0.0,4.9341,1465.0,No,No,Handmade
2223,11.5,11.5,0.0,4.9688,189.0,No,No,Handmade
2224,16.45,16.45,0.0,4.5946,308.0,No,No,Handmade
2225,5.0,5.0,0.0,4.8519,480.0,Yes,No,Handmade
2226,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2227,1500.0,1500.0,0.0,5.0,26.0,No,No,Handmade
2228,59.0,59.0,0.0,4.8571,787.0,No,No,Handmade
2229,21.12,26.4,20.0,4.9789,4360.0,Yes,No,Handmade
2230,9.5,9.5,0.0,5.0,471.0,No,No,Handmade
2231,23.93,23.93,0.0,5.0,139.0,Yes,No,Handmade
2232,2.75,2.75,0.0,4.9524,649.0,Yes,No,Handmade
2233,20.0,20.0,0.0,,,No,No,Handmade
2234,2.87,2.87,0.0,4.8839999999999995,1406.0,Yes,Yes,Handmade
2235,8.49,9.99,15.0,4.8,126.0,Yes,No,Handmade
2236,15.0,15.0,0.0,4.6,698.0,Yes,No,Handmade
2237,15.0,15.0,0.0,5.0,268.0,Yes,No,Handmade
2238,7.5,15.0,50.0,4.7822,3003.0,No,No,Handmade
2239,10.0,10.0,0.0,5.0,2616.0,Yes,No,Handmade
2240,10.0,10.0,0.0,5.0,1060.0,Yes,No,Handmade
2241,0.84,1.2,30.0,4.9845,1048.0,No,No,Handmade
2242,2.15,2.15,0.0,4.92,1814.0,Yes,No,Handmade
2243,20.0,20.0,0.0,4.9744,2359.0,Yes,No,Handmade
2244,10.0,10.0,0.0,4.9898,11190.0,Yes,No,Handmade
2245,5.0,5.0,0.0,5.0,337.0,Yes,No,Handmade
2246,2.75,2.75,0.0,4.5116,109.0,No,No,Handmade
2247,3.0,3.0,0.0,4.7895,144.0,Yes,No,Handmade
2248,1.08,1.08,0.0,4.9677,267.0,No,No,Handmade
2249,5.0,5.0,0.0,5.0,3.0,No,No,Handmade
2250,7.98,15.96,50.0,4.9355,870.0,No,No,Handmade
2251,40.0,40.0,0.0,4.9,67.0,No,No,Handmade
2252,7.5,7.5,0.0,4.8462,385.0,No,No,Handmade
2253,5.56,7.95,30.0,4.7745,2232.0,No,No,Handmade
2254,20.0,20.0,0.0,4.875,1055.0,Yes,No,Handmade
2255,10.0,10.0,0.0,4.9247,996.0,Yes,No,Handmade
2256,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2257,5.58,5.58,0.0,4.9088,486.0,No,No,Handmade
2258,10.0,10.0,0.0,4.9823,5814.0,No,No,Handmade
2259,196.0,196.0,0.0,4.8571,787.0,No,No,Handmade
2260,10.0,10.0,0.0,4.9,505.0,Yes,No,Handmade
2261,5.99,5.99,0.0,4.8311,1420.0,No,No,Handmade
2262,10.0,10.0,0.0,5.0,278.0,Yes,No,Handmade
2263,196.0,196.0,0.0,4.8571,787.0,No,No,Handmade
2264,12.5,25.0,50.0,4.9853,1971.0,Yes,No,Handmade
2265,2.15,2.15,0.0,4.8633,2414.0,No,No,Handmade
2266,5.0,5.0,0.0,5.0,1386.0,Yes,No,Handmade
2267,5.0,5.0,0.0,,,Yes,No,Handmade
2268,7.25,7.25,0.0,4.7647,675.0,Yes,No,Handmade
2269,4.47,8.95,50.0,4.8889,1413.0,Yes,No,Handmade
2270,17.0,17.0,0.0,4.9517,6082.0,No,No,Handmade
2271,10.0,10.0,0.0,5.0,4057.0,Yes,No,Handmade
2272,24.95,24.95,0.0,4.8784,925.0,Yes,No,Handmade
2273,14.99,14.99,0.0,4.949,1078.0,Yes,No,Handmade
2274,3.75,3.75,0.0,4.9507,2136.0,No,No,Handmade
2275,0.76,0.95,20.0,4.9184,4450.0,No,No,Handmade
2276,41.45,41.45,0.0,4.9655,1030.0,Yes,No,Handmade
2277,15.0,15.0,0.0,4.9241,897.0,Yes,No,Handmade
2278,75.0,75.0,0.0,5.0,104.0,Yes,No,Handmade
2279,5.59,7.99,30.0,4.8833,1722.0,No,No,Handmade
2280,7.98,7.98,0.0,5.0,139.0,Yes,No,Handmade
2281,43.48,43.48,0.0,5.0,151.0,Yes,No,Handmade
2282,1.0,1.0,0.0,4.9688,189.0,No,No,Handmade
2283,2.86,2.86,0.0,5.0,143.0,No,No,Handmade
2284,322.32,322.32,0.0,5.0,102.0,Yes,No,Handmade
2285,12.15,12.15,0.0,5.0,431.0,Yes,No,Handmade
2286,27.92,27.92,0.0,5.0,140.0,Yes,No,Handmade
2287,50.0,50.0,0.0,5.0,82.0,Yes,No,Handmade
2288,2.44,2.44,0.0,5.0,85.0,No,No,Handmade
2289,44.0,44.0,0.0,4.8978,2266.0,No,No,Handmade
2290,18.0,18.0,0.0,5.0,686.0,Yes,No,Handmade
2291,167.5,167.5,0.0,4.9286,1101.0,Yes,No,Handmade
2292,6.5,6.5,0.0,4.9871,1246.0,No,No,Handmade
2293,22.0,22.0,0.0,4.7667,1767.0,Yes,No,Handmade
2294,10.99,10.99,0.0,5.0,440.0,Yes,No,Handmade
2295,1.75,1.75,0.0,,,No,No,Handmade
2296,8.0,8.0,0.0,4.9505,10885.0,No,No,Handmade
2297,3.75,3.75,0.0,5.0,498.0,Yes,No,Handmade
2298,0.7,0.7,0.0,4.861000000000001,2075.0,No,Yes,Handmade
2299,12.5,25.0,50.0,4.9853,1971.0,Yes,No,Handmade
2300,8.0,10.0,20.0,4.9468,2431.0,No,No,Handmade
2301,4.25,4.25,0.0,,,No,No,Handmade
2302,0.7,1.0,30.0,4.9574,13988.0,Yes,No,Handmade
2303,6.5,6.5,0.0,4.9505,10885.0,No,No,Handmade
2304,238.0,238.0,0.0,4.8571,787.0,No,No,Handmade
2305,35.99,35.99,0.0,4.9517,6082.0,Yes,No,Handmade
2306,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2307,1.44,1.44,0.0,4.9649,204.0,No,No,Handmade
2308,3.6,6.0,40.0,4.9434,1669.0,Yes,No,Handmade
2309,97.9,97.9,0.0,4.6667,231.0,Yes,No,Handmade
2310,4.9,4.9,0.0,4.9796,18904.0,No,No,Handmade
2311,17.0,17.0,0.0,5.0,1099.0,Yes,No,Handmade
2312,3.0,3.0,0.0,4.9565,1299.0,No,No,Handmade
