,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Theme
1699,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1700,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1701,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1702,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1703,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1704,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1705,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1706,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1707,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1708,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1709,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1710,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1711,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1712,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1713,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1714,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1715,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1716,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1717,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1718,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1719,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1720,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1721,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1722,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1723,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1724,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1725,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1726,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1727,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1728,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1729,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1730,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1731,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1732,1.0,1.0,0.0,5.0,102.0,Yes,No,Classic
1733,1.0,1.0,0.0,5.0,54.0,No,No,Classic
1734,35.0,35.0,0.0,,,Yes,No,Classic
1735,29.75,29.75,0.0,4.9429,49.0,Yes,No,Classic
1736,7.94,7.94,0.0,4.9383,1375.0,No,No,Classic
1737,6.41,6.41,0.0,4.9545,54.0,No,No,Classic
1738,14.0,14.0,0.0,5.0,1598.0,Yes,No,Classic
1739,14.0,14.0,0.0,5.0,1598.0,Yes,No,Classic
1740,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1741,9.79,13.99,30.0,4.9444,2012.0,No,No,Classic
1742,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1743,4.4,4.4,0.0,4.9346,920.0,Yes,No,Classic
1744,3.0,3.0,0.0,4.9416,333.0,Yes,No,Classic
1745,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1746,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1747,9.99,9.99,0.0,5.0,20.0,No,No,Classic
1748,12.99,12.99,0.0,5.0,20.0,No,No,Classic
1749,1.15,1.15,0.0,4.9667,62.0,No,No,Classic
1750,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1751,9.0,9.0,0.0,5.0,9.0,No,No,Classic
1752,11.0,11.0,0.0,4.7778,11.0,No,No,Classic
1753,19.85,39.7,50.0,5.0,21.0,Yes,No,Classic
1754,2.95,2.95,0.0,5.0,588.0,No,No,Classic
1755,19.85,39.7,50.0,5.0,21.0,Yes,No,Classic
1756,16.11,23.02,30.0,4.9714,2081.0,No,No,Classic
1757,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1758,3.8,3.8,0.0,4.9346,920.0,Yes,No,Classic
1759,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1760,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1761,42.94,42.94,0.0,4.5,2.0,Yes,No,Classic
1762,4.0,4.0,0.0,5.0,110.0,No,No,Classic
1763,2.7,2.7,0.0,4.9661,1154.0,No,No,Classic
1764,133.0,133.0,0.0,4.9756,71.0,Yes,No,Classic
1765,4.04,4.04,0.0,,,No,No,Classic
1766,6.65,9.5,30.0,4.936,302.0,No,No,Classic
1767,10.0,10.0,0.0,4.92,548.0,No,No,Classic
1768,8.09,8.99,10.0,4.9577,89.0,No,No,Classic
1769,198.0,198.0,0.0,4.9756,71.0,Yes,No,Classic
1770,3.5,3.5,0.0,5.0,56.0,No,No,Classic
1771,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1772,8.0,8.0,0.0,4.9407,3002.0,Yes,No,Classic
1773,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1774,5.3,5.3,0.0,5.0,202.0,Yes,No,Classic
1775,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1776,22.8,22.8,0.0,4.963,165.0,No,No,Classic
1777,5.25,5.25,0.0,4.7719,293.0,Yes,No,Classic
1778,10.07,10.07,0.0,5.0,20.0,No,No,Classic
1779,3.99,3.99,0.0,,,No,No,Classic
1780,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Classic
1781,14.87,17.5,15.0,4.9756,71.0,No,No,Classic
1782,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
1783,2.48,3.1,20.0,4.75,20.0,Yes,No,Classic
1784,4.31,4.31,0.0,4.9121,91.0,No,No,Classic
1785,2.45,2.45,0.0,5.0,8.0,No,No,Classic
1786,4.31,4.31,0.0,4.9121,91.0,No,No,Classic
1787,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
1788,2.32,2.9,20.0,4.75,20.0,Yes,No,Classic
1789,4.0,4.0,0.0,4.9657,1286.0,Yes,No,Classic
1790,100.0,100.0,0.0,5.0,269.0,Yes,No,Classic
1791,50.0,50.0,0.0,5.0,269.0,Yes,No,Classic
1792,3.6,3.6,0.0,5.0,32.0,No,No,Classic
1793,13.33,19.05,30.0,4.9714,2081.0,No,No,Classic
1794,19.05,19.05,0.0,4.9714,2081.0,No,No,Classic
1795,4.79,4.79,0.0,,,No,No,Classic
1796,11.39,11.39,0.0,,,No,No,Classic
1797,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
1798,8.0,8.0,0.0,5.0,269.0,Yes,No,Classic
1799,8.0,8.0,0.0,5.0,269.0,Yes,No,Classic
1800,6.0,6.0,0.0,4.9043,798.0,No,No,Classic
1801,6.0,6.0,0.0,5.0,269.0,Yes,No,Classic
1802,6.0,6.0,0.0,5.0,269.0,Yes,No,Classic
1803,3.0,3.0,0.0,4.9737,87.0,No,No,Classic
1804,100.0,100.0,0.0,5.0,269.0,Yes,No,Classic
1805,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1806,100.0,100.0,0.0,5.0,269.0,Yes,No,Classic
1807,10.81,10.81,0.0,4.8636,170.0,No,No,Classic
1808,3.0,3.0,0.0,4.973,1803.0,Yes,No,Classic
1809,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1810,3.75,3.75,0.0,4.7719,293.0,Yes,No,Classic
1811,6.11,7.19,15.0,4.9438,8036.0,No,No,Classic
1812,20.79,25.99,20.0,,,No,No,Classic
1813,20.79,25.99,20.0,,,No,No,Classic
1814,20.79,25.99,20.0,,,No,No,Classic
1815,11.95,13.28,10.0,5.0,11.0,No,No,Classic
1816,12.0,12.0,0.0,5.0,220.0,Yes,No,Classic
1817,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1818,6.11,7.19,15.0,4.9438,8036.0,No,No,Classic
1819,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1820,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1821,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1822,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1823,7.13,7.13,0.0,4.9545,54.0,No,No,Classic
1824,10.0,10.0,0.0,4.9167,121.0,Yes,No,Classic
1825,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1826,8.73,8.73,0.0,4.8905,1254.0,No,No,Classic
1827,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1828,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1829,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1830,50.0,50.0,0.0,4.9933,1236.0,Yes,No,Classic
1831,1.44,1.44,0.0,4.8571,30.0,No,No,Classic
1832,7.5,7.5,0.0,5.0,7.0,No,No,Classic
1833,2.1,2.1,0.0,5.0,26.0,No,No,Classic
1834,7.3,7.3,0.0,4.9506,1943.0,Yes,No,Classic
1835,13.67,13.67,0.0,4.9902,489.0,No,No,Classic
1836,50.0,50.0,0.0,5.0,475.0,Yes,No,Classic
1837,20.61,22.9,10.0,4.9532,173.0,No,No,Classic
1838,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1839,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1840,8.09,8.99,10.0,4.9577,89.0,No,No,Classic
1841,5.48,5.48,0.0,,,No,No,Classic
1842,4.5,4.5,0.0,4.7719,293.0,Yes,No,Classic
1843,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1844,133.0,133.0,0.0,4.9756,71.0,Yes,No,Classic
1845,100.0,100.0,0.0,4.9756,71.0,Yes,No,Classic
1846,133.0,133.0,0.0,4.9756,71.0,Yes,No,Classic
1847,198.0,198.0,0.0,4.9756,71.0,Yes,No,Classic
1848,100.0,100.0,0.0,4.9756,71.0,Yes,No,Classic
1849,2.56,3.2,20.0,4.75,20.0,Yes,No,Classic
1850,61.11,61.11,0.0,4.988,1059.0,Yes,No,Classic
1851,3.75,3.75,0.0,4.7719,293.0,Yes,No,Classic
1852,17.46,17.46,0.0,,,Yes,No,Classic
1853,1.5,1.5,0.0,4.0,7.0,No,No,Classic
1854,4.85,5.39,10.0,5.0,16.0,Yes,No,Classic
1855,122.68,122.68,0.0,,,No,No,Classic
1856,17.29,17.29,0.0,4.9565,23.0,No,No,Classic
1857,202.38,202.38,0.0,,,No,No,Classic
1858,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1859,1.25,1.25,0.0,4.7719,293.0,Yes,No,Classic
1860,11.95,13.28,10.0,5.0,11.0,No,No,Classic
1861,2.7,3.0,10.0,4.7119,244.0,No,No,Classic
1862,3.0,3.0,0.0,4.9014,85.0,Yes,No,Classic
1863,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
1864,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1865,14.99,14.99,0.0,4.8205,60.0,No,No,Classic
1866,1.52,1.69,10.0,5.0,16.0,Yes,No,Classic
1867,4.69,4.69,0.0,5.0,34.0,No,No,Classic
1868,2.0,2.0,0.0,4.9935,746.0,No,No,Classic
1869,1.43,1.43,0.0,4.8942,242.0,Yes,No,Classic
1870,10.0,10.0,0.0,4.9065,1755.0,No,No,Classic
1871,12.0,12.0,0.0,,,No,No,Classic
1872,8.93,8.93,0.0,5.0,7.0,No,No,Classic
1873,50.0,50.0,0.0,5.0,475.0,Yes,No,Classic
1874,3.07,3.07,0.0,4.9825,147.0,No,No,Classic
1875,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1876,35.5,35.5,0.0,4.9608,107.0,Yes,No,Classic
1877,20.0,20.0,0.0,4.9733,364.0,Yes,No,Classic
1878,12.0,12.0,0.0,4.8857,172.0,Yes,No,Classic
1879,156.4,156.4,0.0,,,No,No,Classic
1880,8.1,9.52,15.0,5.0,94.0,Yes,No,Classic
1881,5.76,5.76,0.0,4.9811,258.0,No,No,Classic
1882,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
1883,8.93,8.93,0.0,5.0,7.0,No,No,Classic
1884,4.0,4.0,0.0,5.0,475.0,Yes,No,Classic
1885,4.0,4.0,0.0,5.0,475.0,Yes,No,Classic
1886,1220.0,1220.0,0.0,4.958,13588.0,Yes,No,Classic
1887,23.31,23.31,0.0,5.0,2.0,No,No,Classic
1888,6.13,6.13,0.0,,,No,No,Classic
1889,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
1890,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
1891,5.25,5.25,0.0,4.7719,293.0,Yes,No,Classic
1892,5.0,5.0,0.0,5.0,3.0,Yes,No,Classic
1893,5.0,5.0,0.0,5.0,3.0,Yes,No,Classic
1894,8.65,8.65,0.0,,,Yes,No,Classic
1895,3.0,3.0,0.0,2.9481,115.0,No,No,Classic
1896,14.0,14.0,0.0,5.0,1598.0,Yes,No,Classic
1897,4.31,4.31,0.0,4.9121,91.0,No,No,Classic
1898,21.62,21.62,0.0,5.0,137.0,No,No,Classic
1899,5.0,5.0,0.0,5.0,3.0,Yes,No,Classic
1900,5.0,5.0,0.0,5.0,3.0,Yes,No,Classic
1901,9.99,9.99,0.0,4.8979,4462.0,No,No,Classic
1902,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
1903,6.2,6.2,0.0,5.0,86.0,Yes,No,Classic
1904,4.85,4.85,0.0,4.9114,364.0,Yes,No,Classic
1905,2.09,2.09,0.0,5.0,21.0,Yes,No,Classic
1906,2.25,2.25,0.0,4.7719,293.0,Yes,No,Classic
1907,5.32,5.32,0.0,4.9114,364.0,Yes,No,Classic
1908,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1909,14.41,14.41,0.0,,,Yes,No,Classic
1910,1.0,1.0,0.0,5.0,54.0,No,No,Classic
1911,100.0,100.0,0.0,5.0,202.0,Yes,No,Classic
1912,11.9,11.9,0.0,5.0,5.0,No,No,Classic
1913,17.29,17.29,0.0,,,Yes,No,Classic
1914,8.57,8.57,0.0,5.0,1096.0,No,No,Classic
1915,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1916,2.04,2.55,20.0,4.75,20.0,Yes,No,Classic
1917,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1918,3.6,3.6,0.0,4.9543,2227.0,No,No,Classic
1919,1.14,1.9,40.0,4.98,349.0,No,No,Classic
1920,2.17,2.17,0.0,4.3043,28.0,No,No,Classic
1921,0.71,0.71,0.0,4.8605,2064.0,No,No,Classic
1922,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1923,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
1924,22.7,22.7,0.0,,,No,No,Classic
1925,122.68,122.68,0.0,4.2105,82.0,Yes,No,Classic
1926,2.87,2.87,0.0,4.2105,82.0,Yes,No,Classic
1927,2.87,2.87,0.0,4.2105,82.0,Yes,No,Classic
1928,2.58,2.58,0.0,4.2105,82.0,Yes,No,Classic
1929,2.58,2.58,0.0,4.2105,82.0,Yes,No,Classic
1930,2.4,2.4,0.0,2.9481,115.0,No,No,Classic
1931,16.61,16.61,0.0,5.0,197.0,Yes,No,Classic
1932,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
1933,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
1934,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
1935,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
1936,9.89,10.99,10.0,4.9577,89.0,No,No,Classic
1937,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
1938,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1939,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1940,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1941,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1942,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1943,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1944,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1945,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1946,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1947,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1948,1.0,1.0,0.0,5.0,4.0,No,No,Classic
1949,101.19,119.05,15.0,5.0,94.0,Yes,No,Classic
1950,1.0,1.0,0.0,5.0,4.0,No,No,Classic
1951,1.0,1.0,0.0,5.0,4.0,No,No,Classic
1952,1.0,1.0,0.0,5.0,4.0,No,No,Classic
1953,5.99,5.99,0.0,,,Yes,No,Classic
1954,9.6,9.6,0.0,4.963,165.0,No,No,Classic
1955,12.0,12.0,0.0,4.963,165.0,No,No,Classic
1956,7.9,7.9,0.0,5.0,84.0,Yes,No,Classic
1957,16.99,16.99,0.0,4.8979,4462.0,No,No,Classic
1958,5.0,5.0,0.0,5.0,3.0,Yes,No,Classic
1959,5.0,5.0,0.0,5.0,3.0,Yes,No,Classic
1960,13.33,19.05,30.0,4.9714,2081.0,No,No,Classic
1961,2.87,2.87,0.0,5.0,136.0,Yes,No,Classic
1962,5.32,5.32,0.0,4.9114,364.0,Yes,No,Classic
1963,100.0,100.0,0.0,5.0,269.0,Yes,No,Classic
1964,4.5,4.5,0.0,5.0,9.0,No,No,Classic
1965,12.25,12.25,0.0,5.0,25.0,No,No,Classic
1966,6.4,8.0,20.0,5.0,54.0,No,No,Classic
1967,10.81,10.81,0.0,4.8636,170.0,No,No,Classic
1968,6.4,8.0,20.0,5.0,54.0,No,No,Classic
1969,5.2,5.2,0.0,3.9167,16.0,Yes,No,Classic
1970,20.0,20.0,0.0,5.0,16.0,Yes,No,Classic
1971,1.25,1.25,0.0,4.9661,1154.0,No,No,Classic
1972,6.11,7.19,15.0,4.9438,8036.0,No,No,Classic
1973,8.5,8.5,0.0,,,No,No,Classic
1974,6.3,6.3,0.0,4.9506,1943.0,Yes,No,Classic
1975,5.0,5.0,0.0,4.9506,1943.0,Yes,No,Classic
1976,4.3,4.3,0.0,4.9506,1943.0,Yes,No,Classic
1977,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
1978,14.4,14.4,0.0,4.963,165.0,No,No,Classic
1979,5.48,5.48,0.0,,,No,No,Classic
1980,4.3,4.3,0.0,4.9506,1943.0,Yes,No,Classic
1981,3.95,3.95,0.0,5.0,17.0,Yes,No,Classic
1982,7.0,7.0,0.0,4.9918,672.0,Yes,No,Classic
1983,3.95,3.95,0.0,5.0,17.0,Yes,No,Classic
1984,3.95,3.95,0.0,5.0,17.0,Yes,No,Classic
1985,10.0,10.0,0.0,5.0,129.0,No,No,Classic
1986,3.95,3.95,0.0,5.0,17.0,Yes,No,Classic
1987,9.81,9.81,0.0,4.7059,411.0,No,No,Classic
1988,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1989,9.81,9.81,0.0,4.7059,411.0,No,No,Classic
1990,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1991,4.0,4.0,0.0,5.0,10.0,Yes,No,Classic
1992,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1993,9.81,9.81,0.0,4.7059,411.0,No,No,Classic
1994,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1995,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1996,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1997,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1998,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
1999,6.13,6.13,0.0,4.7059,411.0,No,No,Classic
2000,9.81,9.81,0.0,4.7059,411.0,No,No,Classic
2001,15.0,15.0,0.0,4.971,512.0,Yes,No,Classic
2002,9.81,9.81,0.0,4.7059,411.0,No,No,Classic
2003,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2004,894.25,894.25,0.0,4.7719,293.0,Yes,No,Classic
2005,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2006,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2007,6.2,6.2,0.0,5.0,86.0,No,No,Classic
2008,4.95,4.95,0.0,5.0,17.0,Yes,No,Classic
2009,12.25,12.25,0.0,5.0,86.0,No,No,Classic
2010,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2011,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2012,4.0,4.0,0.0,4.9657,1286.0,Yes,No,Classic
2013,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2014,4.69,4.69,0.0,5.0,34.0,No,No,Classic
2015,14.4,14.4,0.0,4.963,165.0,No,No,Classic
2016,90.79,90.79,0.0,,,Yes,No,Classic
2017,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2018,19.99,19.99,0.0,4.8979,4462.0,No,No,Classic
2019,10.2,12.75,20.0,4.9352,195.0,No,No,Classic
2020,13.33,19.05,30.0,4.9714,2081.0,No,No,Classic
2021,1.44,1.44,0.0,4.9561,587.0,No,No,Classic
2022,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
2023,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
2024,3.85,3.85,0.0,5.0,269.0,Yes,No,Classic
2025,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2026,2.4,3.0,20.0,4.75,20.0,Yes,No,Classic
2027,3.86,3.86,0.0,4.9915,633.0,No,No,Classic
2028,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2029,137.0,137.0,0.0,5.0,575.0,Yes,No,Classic
2030,28.0,28.0,0.0,4.9529,1333.0,No,No,Classic
2031,9.0,9.0,0.0,5.0,24.0,Yes,No,Classic
2032,7.86,7.86,0.0,4.9607,351.0,No,No,Classic
2033,3.85,3.85,0.0,5.0,110.0,No,No,Classic
2034,28.0,28.0,0.0,5.0,110.0,Yes,No,Classic
2035,28.0,28.0,0.0,5.0,110.0,Yes,No,Classic
2036,7.86,7.86,0.0,4.9607,351.0,No,No,Classic
2037,28.0,28.0,0.0,5.0,110.0,Yes,No,Classic
2038,20.0,20.0,0.0,4.9286,1101.0,Yes,No,Classic
2039,20.0,20.0,0.0,4.9286,1101.0,Yes,No,Classic
2040,100.0,100.0,0.0,4.8889,500.0,Yes,No,Classic
2041,1.45,1.45,0.0,,,No,No,Classic
2042,5.99,5.99,0.0,5.0,431.0,Yes,No,Classic
2043,100.0,100.0,0.0,4.8889,500.0,Yes,No,Classic
2044,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2045,7.9,7.9,0.0,5.0,84.0,Yes,No,Classic
2046,8.0,8.0,0.0,4.9167,121.0,No,No,Classic
2047,3.89,5.56,30.0,4.9714,2081.0,No,No,Classic
2048,22.0,22.0,0.0,4.9619,1227.0,Yes,No,Classic
2049,4.0,4.0,0.0,4.9737,87.0,No,No,Classic
2050,3.85,3.85,0.0,5.0,269.0,Yes,No,Classic
2051,3.85,3.85,0.0,5.0,269.0,Yes,No,Classic
2052,10.32,10.32,0.0,5.0,30.0,No,No,Classic
2053,12.0,12.0,0.0,4.963,165.0,No,No,Classic
2054,4.44,6.35,30.0,4.9714,2081.0,No,No,Classic
2055,11.11,15.87,30.0,4.9714,2081.0,No,No,Classic
2056,7.0,7.0,0.0,4.9847,1435.0,No,No,Classic
2057,7.0,7.0,0.0,4.9918,672.0,Yes,No,Classic
2058,6.4,8.0,20.0,5.0,54.0,No,No,Classic
2059,7.0,7.0,0.0,4.9847,1435.0,No,No,Classic
2060,311.9,311.9,0.0,5.0,102.0,Yes,No,Classic
2061,6.4,8.0,20.0,5.0,54.0,No,No,Classic
2062,4.5,5.0,10.0,4.7119,244.0,No,No,Classic
2063,1.44,1.44,0.0,4.8571,30.0,No,No,Classic
2064,10.0,10.0,0.0,4.9167,121.0,Yes,No,Classic
2065,4.32,4.32,0.0,5.0,32.0,No,No,Classic
2066,57.65,57.65,0.0,4.9811,1189.0,Yes,No,Classic
2067,4.91,4.91,0.0,5.0,17.0,No,No,Classic
2068,100.0,100.0,0.0,,,Yes,No,Classic
2069,100.0,100.0,0.0,,,Yes,No,Classic
2070,12.0,12.0,0.0,4.963,165.0,No,No,Classic
2071,22.52,26.5,15.0,4.9756,71.0,No,No,Classic
2072,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2073,5.0,5.0,0.0,4.8854,10183.0,Yes,No,Classic
2074,8.0,10.0,20.0,5.0,1.0,No,No,Classic
2075,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2076,8.65,8.65,0.0,4.859,78.0,Yes,No,Classic
2077,3.5,3.5,0.0,4.9895,2709.0,Yes,No,Classic
2078,6.2,6.2,0.0,5.0,86.0,Yes,No,Classic
2079,6.99,9.99,30.0,4.936,302.0,No,No,Classic
2080,9.37,9.37,0.0,4.9748,274.0,No,No,Classic
2081,36.03,36.03,0.0,,,Yes,No,Classic
2082,4.32,4.32,0.0,4.9748,274.0,No,No,Classic
2083,2.16,2.16,0.0,,,No,No,Classic
2084,24.22,28.5,15.0,4.9756,71.0,No,No,Classic
2085,8.99,8.99,0.0,5.0,982.0,Yes,No,Classic
2086,25.0,25.0,0.0,,,No,No,Classic
2087,14.0,14.0,0.0,5.0,1598.0,Yes,No,Classic
2088,3.75,3.75,0.0,4.7719,293.0,Yes,No,Classic
2089,4.25,4.25,0.0,4.7719,293.0,Yes,No,Classic
2090,6.75,6.75,0.0,4.7719,293.0,Yes,No,Classic
2091,11.75,11.75,0.0,4.7719,293.0,Yes,No,Classic
2092,5.25,5.25,0.0,4.7719,293.0,Yes,No,Classic
2093,5.25,5.25,0.0,4.7719,293.0,Yes,No,Classic
2094,75.0,75.0,0.0,4.9231,293.0,Yes,No,Classic
2095,5.25,5.25,0.0,4.7719,293.0,Yes,No,Classic
2096,30.0,30.0,0.0,5.0,316.0,Yes,No,Classic
2097,6.99,6.99,0.0,5.0,3.0,No,No,Classic
2098,14.4,14.4,0.0,4.963,165.0,No,No,Classic
2099,1.01,1.01,0.0,4.919,1272.0,Yes,No,Classic
2100,14.4,14.4,0.0,4.963,165.0,No,No,Classic
2101,446.03,446.03,0.0,5.0,102.0,Yes,No,Classic
2102,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2103,2.87,2.87,0.0,4.9847,1617.0,No,No,Classic
2104,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2105,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2106,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2107,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2108,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2109,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2110,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2111,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2112,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2113,70.83,83.33,15.0,5.0,94.0,Yes,No,Classic
2114,3.25,3.25,0.0,4.7719,293.0,Yes,No,Classic
2115,6.13,6.13,0.0,5.0,1.0,Yes,No,Classic
2116,5.99,5.99,0.0,5.0,431.0,Yes,No,Classic
2117,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2118,8.33,11.9,30.0,4.9714,2081.0,No,No,Classic
2119,8.4,8.4,0.0,4.963,165.0,No,No,Classic
2120,7.0,10.0,30.0,4.9505,4584.0,No,No,Classic
2121,14.95,14.95,0.0,4.8421,20.0,Yes,No,Classic
2122,7.9,7.9,0.0,5.0,84.0,Yes,No,Classic
2123,36.85,36.85,0.0,5.0,73.0,Yes,No,Classic
2124,100.0,100.0,0.0,5.0,269.0,Yes,No,Classic
2125,0.7,1.0,30.0,4.9572,13902.0,Yes,No,Classic
2126,100.0,100.0,0.0,,,No,No,Classic
2127,1.5,1.5,0.0,4.9286,1101.0,Yes,No,Classic
2128,3.0,3.0,0.0,5.0,27.0,Yes,No,Classic
