,Price,Original_Price,Off(%),Rating,Reviews,Free_shipping,Best_seller,Season
66,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
67,17.65,17.65,0.0,5.0,37.0,No,No,Summer
68,15.0,15.0,0.0,5.0,10.0,No,No,Summer
69,1.44,1.44,0.0,4.92,179.0,No,No,Summer
70,2.88,2.88,0.0,4.9877,369.0,No,No,Summer
71,11.95,14.94,20.0,5.0,815.0,Yes,No,Summer
72,2.88,2.88,0.0,4.8854,1401.0,Yes,No,Summer
73,7.7,7.7,0.0,4.9510000000000005,1306.0,No,No,Summer
74,5.0,5.0,0.0,4.8525,208.0,No,No,Summer
75,3.56,3.56,0.0,4.9867,364.0,No,No,Summer
76,10.0,10.0,0.0,4.92,279.0,No,No,Summer
77,5.5,5.5,0.0,4.96,42.0,No,No,Summer
78,14.0,14.0,0.0,5.0,19.0,No,No,Summer
79,15.0,15.0,0.0,5.0,328.0,Yes,No,Summer
80,10.8,12.0,10.0,4.9549,6691.0,Yes,No,Summer
81,60.0,60.0,0.0,4.9755,1920.0,Yes,No,Summer
82,16.61,16.61,0.0,5.0,197.0,Yes,No,Summer
83,8.95,8.95,0.0,4.9779,461.0,No,No,Summer
84,0.78,0.86,9.0,4.9733,2449.0,No,No,Summer
85,4.04,4.04,0.0,4.7826,203.0,No,No,Summer
86,17.18,17.18,0.0,4.875,288.0,Yes,No,Summer
87,13.29,13.29,0.0,5.0,6.0,No,No,Summer
88,10.0,10.0,0.0,4.984,3127.0,No,No,Summer
89,9.79,13.99,30.0,4.9444,2012.0,No,No,Summer
90,15.0,15.0,0.0,,,No,No,Summer
91,18.0,18.0,0.0,4.9086,3599.0,No,No,Summer
92,20.83,20.83,0.0,4.963,106.0,Yes,No,Summer
93,4.31,4.31,0.0,4.9675,757.0,No,No,Summer
94,3.75,3.75,0.0,4.7719,293.0,Yes,No,Summer
95,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
96,14.41,14.41,0.0,4.8707,708.0,No,No,Summer
97,11.9,11.9,0.0,4.9714,165.0,No,No,Summer
98,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
99,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
100,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
101,1.8,3.0,40.0,4.8333,12.0,Yes,No,Summer
102,0.71,0.71,0.0,4.8605,2064.0,No,Yes,Summer
103,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
104,2.82,9.4,70.0,4.9627,651.0,No,No,Summer
105,19.5,19.5,0.0,5.0,438.0,Yes,No,Summer
106,2.59,2.59,0.0,4.9877,369.0,No,No,Summer
107,25.0,25.0,0.0,4.9862,1794.0,Yes,No,Summer
108,17.65,17.65,0.0,5.0,37.0,No,No,Summer
109,4.95,4.95,0.0,4.7586,1766.0,Yes,No,Summer
110,5.52,5.52,0.0,4.875,288.0,Yes,No,Summer
111,7.51,7.51,0.0,4.9779,461.0,No,No,Summer
112,5.0,5.0,0.0,3.0,26.0,Yes,No,Summer
113,3.5,3.5,0.0,5.0,93.0,No,No,Summer
114,25.99,25.99,0.0,4.9293,3633.0,No,No,Summer
115,18.69,21.99,15.0,4.9216,357.0,No,No,Summer
116,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
117,8.99,8.99,0.0,5.0,4.0,No,No,Summer
118,8.25,8.25,0.0,5.0,109.0,Yes,No,Summer
119,9.77,19.55,50.0,4.918,62.0,No,No,Summer
120,16.94,19.93,15.0,4.9552,396.0,Yes,No,Summer
121,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
122,1.99,1.99,0.0,4.7547,120.0,No,No,Summer
123,5.0,5.0,0.0,4.9451,839.0,Yes,No,Summer
124,11.95,14.94,20.0,5.0,815.0,Yes,No,Summer
125,25.0,25.0,0.0,4.9846,1968.0,Yes,No,Summer
126,6.0,6.0,0.0,4.9245,9179.0,No,No,Summer
127,8.4,8.4,0.0,4.9231,293.0,No,No,Summer
128,4.11,4.11,0.0,4.5,35.0,No,No,Summer
129,2.8,4.0,30.0,,,No,No,Summer
130,14.95,14.95,0.0,5.0,9.0,No,No,Summer
131,8.99,8.99,0.0,5.0,377.0,Yes,No,Summer
132,5.97,5.97,0.0,,,Yes,No,Summer
133,50.0,50.0,0.0,4.9848,248.0,Yes,No,Summer
134,12.0,12.0,0.0,4.8333,212.0,No,No,Summer
135,9.79,13.99,30.0,4.9444,2012.0,No,No,Summer
136,1.44,1.44,0.0,4.8619,2395.0,No,No,Summer
137,3.75,3.75,0.0,4.9531,793.0,No,No,Summer
138,12.0,12.0,0.0,5.0,846.0,Yes,No,Summer
139,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
140,4.99,4.99,0.0,,,Yes,No,Summer
141,5.4,9.0,40.0,4.9577,7189.0,No,No,Summer
142,9.65,16.09,40.0,4.9622,13726.0,No,No,Summer
143,7.36,9.81,25.0,4.9583,2589.0,No,No,Summer
144,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
145,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
146,1.14,1.14,0.0,4.8605,2064.0,No,Yes,Summer
147,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
148,15.0,15.0,0.0,4.9862,1794.0,Yes,No,Summer
149,17.65,17.65,0.0,5.0,37.0,No,No,Summer
150,4.95,4.95,0.0,4.7586,1766.0,Yes,No,Summer
151,2.12,5.3,60.0,4.9627,651.0,No,No,Summer
152,9.77,19.55,50.0,4.918,62.0,No,No,Summer
153,5.5,5.5,0.0,5.0,109.0,Yes,No,Summer
154,14.34,14.34,0.0,4.9877,369.0,No,No,Summer
155,19.5,19.5,0.0,5.0,438.0,Yes,No,Summer
156,6.79,6.79,0.0,4.9779,461.0,No,No,Summer
157,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
158,14.44,16.99,15.0,4.9216,357.0,No,No,Summer
159,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
160,4.31,4.31,0.0,4.9675,757.0,No,No,Summer
161,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Summer
162,1.85,3.7,50.0,4.8974,39.0,No,No,Summer
163,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
164,1.44,1.44,0.0,5.0,48.0,No,No,Summer
165,26.5,33.12,20.0,4.9526,1141.0,No,No,Summer
166,10.0,10.0,0.0,4.9925,1047.0,No,No,Summer
167,2.88,2.88,0.0,4.8854,1401.0,Yes,No,Summer
168,5.1,6.0,15.0,4.9492,1286.0,No,No,Summer
169,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
170,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
171,15.0,15.0,0.0,4.8673,2785.0,Yes,No,Summer
172,15.5,15.5,0.0,4.8624,3306.0,Yes,No,Summer
173,8.0,8.0,0.0,4.9474,106.0,No,No,Summer
174,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
175,1.9,3.8,50.0,4.8293,3217.0,No,No,Summer
176,12.0,12.0,0.0,,,Yes,No,Summer
177,12.0,12.0,0.0,4.8857,172.0,Yes,No,Summer
178,2.59,2.59,0.0,4.9556,47.0,No,No,Summer
179,7.0,7.0,0.0,5.0,36.0,Yes,No,Summer
180,10.81,10.81,0.0,5.0,180.0,No,No,Summer
181,14.0,14.0,0.0,,,Yes,No,Summer
182,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
183,7.0,7.0,0.0,4.9417,2281.0,No,No,Summer
184,7.49,9.99,25.0,4.9208,2821.0,No,No,Summer
185,10.0,10.0,0.0,,,No,No,Summer
186,6.4,8.0,20.0,5.0,54.0,No,No,Summer
187,6.65,6.65,0.0,5.0,9.0,No,No,Summer
188,12.51,14.72,15.0,4.9148,644.0,Yes,No,Summer
189,8.63,8.63,0.0,5.0,1.0,No,No,Summer
190,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
191,1.08,1.08,0.0,4.8605,2064.0,No,Yes,Summer
192,12.95,12.95,0.0,4.7586,1766.0,Yes,No,Summer
193,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
194,4.0,8.0,50.0,4.8783,5772.0,No,No,Summer
195,9.77,19.55,50.0,4.918,62.0,No,No,Summer
196,1.75,3.5,50.0,4.9627,651.0,No,No,Summer
197,5.76,5.76,0.0,4.9675,757.0,No,No,Summer
198,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
199,20.0,20.0,0.0,4.8857,172.0,Yes,No,Summer
200,15.87,15.87,0.0,4.8905,1254.0,No,No,Summer
201,65.0,65.0,0.0,4.9755,1920.0,Yes,No,Summer
202,16.79,23.99,30.0,4.921,1334.0,No,No,Summer
203,19.5,19.5,0.0,5.0,438.0,Yes,No,Summer
204,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
205,8.49,9.99,15.0,4.9492,1286.0,No,No,Summer
206,4.95,4.95,0.0,4.9625,335.0,No,No,Summer
207,2.95,2.95,0.0,5.0,515.0,No,No,Summer
208,21.75,29.0,25.0,5.0,143.0,No,No,Summer
209,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
210,2.87,2.87,0.0,4.9847,1618.0,No,No,Summer
211,277.0,277.0,0.0,5.0,575.0,Yes,No,Summer
212,9.22,12.3,25.0,4.9588,700.0,No,No,Summer
213,3.25,3.25,0.0,4.95,25.0,No,No,Summer
214,49.07,49.07,0.0,4.875,288.0,Yes,No,Summer
215,14.95,14.95,0.0,5.0,9.0,No,No,Summer
216,15.0,15.0,0.0,5.0,3397.0,Yes,No,Summer
217,0.71,0.71,0.0,,,No,No,Summer
218,8.51,8.51,0.0,4.913,473.0,No,No,Summer
219,14.0,14.0,0.0,4.9877,1965.0,Yes,No,Summer
220,14.44,16.99,15.0,4.9216,357.0,No,No,Summer
221,34.85,34.85,0.0,5.0,233.0,Yes,No,Summer
222,8.49,9.99,15.0,4.8957,2986.0,No,No,Summer
223,15.95,15.95,0.0,,,No,No,Summer
224,25.0,25.0,0.0,4.9862,1794.0,Yes,No,Summer
225,16.94,19.93,15.0,4.9552,396.0,Yes,No,Summer
226,80.9,80.9,0.0,,,Yes,No,Summer
227,14.95,14.95,0.0,4.9444,756.0,Yes,No,Summer
228,7.16,14.34,50.0,4.9492,469.0,No,No,Summer
229,18.0,18.0,0.0,5.0,52.0,Yes,No,Summer
230,16.0,16.0,0.0,5.0,320.0,Yes,No,Summer
231,114.84,114.84,0.0,,,Yes,No,Summer
232,6.98,6.98,0.0,4.9603,452.0,No,No,Summer
233,17.0,17.0,0.0,4.9043,798.0,Yes,No,Summer
234,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
235,19.85,39.7,50.0,5.0,21.0,Yes,No,Summer
236,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
237,0.71,0.71,0.0,4.8605,2064.0,No,No,Summer
238,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
239,4.31,4.31,0.0,4.9675,757.0,No,No,Summer
240,9.77,19.55,50.0,4.918,62.0,No,No,Summer
241,20.0,20.0,0.0,4.8857,172.0,Yes,No,Summer
242,65.0,65.0,0.0,4.9755,1920.0,Yes,No,Summer
243,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
244,15.87,15.87,0.0,4.8905,1254.0,No,No,Summer
245,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
246,137.0,137.0,0.0,5.0,575.0,Yes,No,Summer
247,2.87,2.87,0.0,4.9847,1618.0,No,No,Summer
248,0.63,0.63,0.0,,,No,No,Summer
249,8.07,9.5,15.0,4.9216,357.0,No,No,Summer
250,14.95,14.95,0.0,5.0,9.0,No,No,Summer
251,7.16,14.34,50.0,4.9492,469.0,No,No,Summer
252,17.0,17.0,0.0,4.9043,798.0,Yes,No,Summer
253,19.85,39.7,50.0,5.0,21.0,Yes,No,Summer
254,3.99,3.99,0.0,,,No,No,Summer
255,10.0,10.0,0.0,4.9111,114.0,Yes,No,Summer
256,5.0,5.0,0.0,4.9333,121.0,Yes,No,Summer
257,12.0,12.0,0.0,5.0,91.0,No,No,Summer
258,7.94,7.94,0.0,4.9383,1375.0,No,No,Summer
259,14.41,14.41,0.0,4.9608,102.0,Yes,No,Summer
260,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
261,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
262,18.0,18.0,0.0,4.8,55.0,No,No,Summer
263,5.0,5.0,0.0,4.8182,219.0,No,No,Summer
264,14.99,14.99,0.0,4.9468,1979.0,Yes,No,Summer
265,13.17,15.5,15.0,4.9756,71.0,No,No,Summer
266,8.99,8.99,0.0,4.9054,85.0,No,No,Summer
267,1.5,1.5,0.0,4.9574,1299.0,No,No,Summer
268,12.0,12.0,0.0,4.9333,37.0,Yes,No,Summer
269,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
270,14.41,14.41,0.0,5.0,67.0,No,No,Summer
271,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
272,9.2,9.2,0.0,5.0,19.0,No,No,Summer
273,25.0,25.0,0.0,4.9862,1794.0,Yes,No,Summer
274,9.99,9.99,0.0,5.0,4.0,No,No,Summer
275,19.63,24.54,20.0,4.8219,200.0,No,No,Summer
276,15.0,15.0,0.0,5.0,176.0,Yes,No,Summer
277,7.2,8.0,10.0,4.955,1106.0,Yes,No,Summer
278,8.0,8.0,0.0,5.0,3397.0,Yes,No,Summer
279,9.97,9.97,0.0,5.0,378.0,Yes,No,Summer
280,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
281,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
282,0.71,0.71,0.0,4.8605,2064.0,No,Yes,Summer
283,5.76,5.76,0.0,4.9675,757.0,No,No,Summer
284,9.77,19.55,50.0,4.918,62.0,No,No,Summer
285,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
286,12.0,12.0,0.0,4.8857,172.0,Yes,No,Summer
287,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
288,2.87,2.87,0.0,4.9847,1618.0,No,No,Summer
289,23.0,23.0,0.0,4.9755,1920.0,Yes,No,Summer
290,30.62,36.03,15.0,4.9438,8040.0,No,No,Summer
291,6.65,6.65,0.0,5.0,9.0,No,No,Summer
292,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
293,19.85,39.7,50.0,5.0,21.0,Yes,No,Summer
294,12.74,14.99,15.0,4.9216,357.0,No,No,Summer
295,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
296,3.99,3.99,0.0,,,No,No,Summer
297,18.4,18.4,0.0,5.0,19.0,No,No,Summer
298,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
299,8.99,8.99,0.0,4.9054,85.0,No,No,Summer
300,2.97,2.97,0.0,4.7613,1313.0,No,No,Summer
301,9.59,15.99,40.0,4.8951,1197.0,No,No,Summer
302,21.54,21.54,0.0,5.0,1096.0,No,No,Summer
303,8.31,8.31,0.0,5.0,269.0,Yes,No,Summer
304,15.0,15.0,0.0,4.9987,1605.0,Yes,No,Summer
305,7.99,7.99,0.0,5.0,190.0,No,No,Summer
306,4.87,6.5,25.0,4.7333,15.0,No,No,Summer
307,7.78,11.11,30.0,4.8911,4580.0,No,No,Summer
308,1.44,1.44,0.0,5.0,11.0,No,No,Summer
309,8.65,8.65,0.0,4.8837,217.0,No,No,Summer
310,19.99,19.99,0.0,5.0,4.0,No,No,Summer
311,18.0,18.0,0.0,4.9902,489.0,No,No,Summer
312,5.0,5.0,0.0,5.0,15.0,Yes,No,Summer
313,92.0,92.0,0.0,,,Yes,No,Summer
314,0.77,1.1,30.0,4.9787,1136.0,No,No,Summer
315,6.99,9.99,30.0,4.8706,378.0,No,No,Summer
316,6.13,6.13,0.0,5.0,59.0,Yes,No,Summer
317,36.64,45.8,20.0,4.9788,4345.0,Yes,No,Summer
318,6.0,6.0,0.0,4.96,42.0,No,No,Summer
319,22.99,22.99,0.0,4.9657,3992.0,Yes,No,Summer
320,14.99,14.99,0.0,4.9468,1979.0,Yes,No,Summer
321,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
322,11.0,11.0,0.0,4.766,1554.0,No,No,Summer
323,7.96,9.95,20.0,4.9574,195.0,No,No,Summer
324,2.0,2.0,0.0,4.958,13588.0,Yes,No,Summer
325,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
326,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
327,0.71,0.71,0.0,4.8605,2064.0,No,No,Summer
328,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
329,12.0,12.0,0.0,4.8857,172.0,Yes,No,Summer
330,15.87,15.87,0.0,4.8905,1254.0,No,No,Summer
331,59.0,59.0,0.0,4.9755,1920.0,Yes,No,Summer
332,30.62,36.03,15.0,4.9438,8040.0,No,No,Summer
333,6.65,6.65,0.0,5.0,9.0,No,No,Summer
334,9.77,19.55,50.0,4.918,62.0,No,No,Summer
335,3.99,3.99,0.0,,,No,No,Summer
336,9.2,9.2,0.0,5.0,19.0,No,No,Summer
337,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
338,16.79,23.99,30.0,4.921,1334.0,No,No,Summer
339,4.31,4.31,0.0,4.9675,757.0,No,No,Summer
340,16.72,20.9,20.0,4.9788,4345.0,Yes,No,Summer
341,22.08,22.08,0.0,5.0,59.0,Yes,No,Summer
342,6.25,6.25,0.0,4.96,42.0,No,No,Summer
343,6.59,10.99,40.0,4.9577,7189.0,No,No,Summer
344,2.0,2.0,0.0,4.958,13588.0,Yes,No,Summer
345,7.28,12.13,40.0,4.9510000000000005,5698.0,No,No,Summer
346,7.49,9.99,25.0,4.9208,2821.0,No,No,Summer
347,6.61,9.45,30.0,4.923,6301.0,No,No,Summer
348,14.99,14.99,0.0,4.9657,3992.0,Yes,No,Summer
349,8.3,8.3,0.0,5.0,3.0,No,No,Summer
350,5.0,5.0,0.0,4.8525,208.0,No,No,Summer
351,12.0,12.0,0.0,4.93,3037.0,No,No,Summer
352,15.0,15.0,0.0,4.9987,1605.0,Yes,No,Summer
353,12.8,12.8,0.0,5.0,204.0,Yes,No,Summer
354,10.0,10.0,0.0,4.8839,747.0,No,No,Summer
355,9.0,12.0,25.0,4.9608,6154.0,No,No,Summer
356,3.0,4.0,25.0,4.7333,15.0,No,No,Summer
357,10.0,10.0,0.0,5.0,575.0,Yes,No,Summer
358,6.98,6.98,0.0,4.9603,452.0,No,No,Summer
359,5.52,5.52,0.0,4.2,15.0,No,No,Summer
360,9.5,9.5,0.0,4.9855,1024.0,No,No,Summer
361,2.0,2.0,0.0,5.0,152.0,No,No,Summer
362,9.22,12.3,25.0,4.9588,700.0,No,No,Summer
363,18.73,18.73,0.0,4.9615,383.0,No,No,Summer
364,14.41,14.41,0.0,4.9608,102.0,Yes,No,Summer
365,2.99,5.98,50.0,4.9063,768.0,No,No,Summer
366,12.95,12.95,0.0,5.0,17.0,No,No,Summer
367,12.0,12.0,0.0,4.9636,218.0,No,No,Summer
368,7.21,7.21,0.0,5.0,53.0,No,No,Summer
369,5.1,6.0,15.0,4.9107,83.0,Yes,No,Summer
370,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
371,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
372,1.44,1.44,0.0,4.8605,2064.0,No,Yes,Summer
373,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
374,23.0,23.0,0.0,4.9755,1920.0,Yes,No,Summer
375,9.77,19.55,50.0,4.918,62.0,No,No,Summer
376,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
377,6.65,6.65,0.0,5.0,9.0,No,No,Summer
378,30.62,36.03,15.0,4.9438,8040.0,No,No,Summer
379,9.2,9.2,0.0,5.0,19.0,No,No,Summer
380,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
381,20.0,20.0,0.0,4.8857,172.0,Yes,No,Summer
382,2.0,2.0,0.0,4.958,13588.0,No,No,Summer
383,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
384,5.4,9.0,40.0,4.9577,7189.0,No,No,Summer
385,8.3,8.3,0.0,5.0,3.0,No,No,Summer
386,21.12,26.4,20.0,4.9788,4345.0,Yes,No,Summer
387,137.0,137.0,0.0,5.0,575.0,Yes,No,Summer
388,9.99,9.99,0.0,5.0,4.0,No,No,Summer
389,17.65,17.65,0.0,5.0,37.0,No,No,Summer
390,0.72,0.72,0.0,4.9312,1303.0,Yes,No,Summer
391,50.0,50.0,0.0,4.9429,453.0,Yes,No,Summer
392,13.0,13.0,0.0,4.9625,335.0,No,No,Summer
393,15.0,15.0,0.0,4.9862,1794.0,Yes,No,Summer
394,6.2,6.2,0.0,5.0,86.0,Yes,No,Summer
395,57.65,57.65,0.0,5.0,4.0,Yes,No,Summer
396,5.0,5.0,0.0,5.0,15.0,Yes,No,Summer
397,5.59,6.99,20.0,,,No,No,Summer
398,15.0,15.0,0.0,4.9632,1403.0,Yes,No,Summer
399,10.35,13.8,25.0,4.7333,15.0,No,No,Summer
400,29.25,39.0,25.0,5.0,143.0,No,No,Summer
401,15.0,15.0,0.0,5.0,3397.0,Yes,No,Summer
402,26.79,35.71,25.0,4.9588,700.0,No,No,Summer
403,11.9,11.9,0.0,4.9714,165.0,No,No,Summer
404,5.0,5.0,0.0,5.0,176.0,No,No,Summer
405,179.99,179.99,0.0,5.0,56.0,Yes,No,Summer
406,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
407,7.99,7.99,0.0,4.9293,3633.0,No,No,Summer
408,13.99,19.99,30.0,4.8706,378.0,No,No,Summer
409,2.1,3.0,30.0,,,No,No,Summer
410,2500.0,2500.0,0.0,4.9815,132.0,Yes,No,Summer
411,22.95,22.95,0.0,4.7586,1766.0,Yes,No,Summer
412,7.0,7.0,0.0,4.9417,2281.0,No,No,Summer
413,80.0,80.0,0.0,,,No,No,Summer
414,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
415,7.64,8.99,15.0,4.8957,2986.0,No,No,Summer
416,1.28,1.28,0.0,4.8605,2064.0,No,Yes,Summer
417,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
418,30.62,36.03,15.0,4.9438,8040.0,No,No,Summer
419,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
420,8.73,8.73,0.0,4.8905,1254.0,No,No,Summer
421,12.59,17.99,30.0,4.921,1334.0,No,No,Summer
422,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
423,2.0,2.0,0.0,4.958,13588.0,Yes,No,Summer
424,8.3,8.3,0.0,5.0,3.0,No,No,Summer
425,277.0,277.0,0.0,5.0,575.0,Yes,No,Summer
426,36.64,45.8,20.0,4.9788,4345.0,Yes,No,Summer
427,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
428,15.0,15.0,0.0,4.9862,1794.0,Yes,No,Summer
429,5.0,5.0,0.0,5.0,15.0,Yes,No,Summer
430,15.0,15.0,0.0,4.9755,1920.0,Yes,No,Summer
431,6.65,6.65,0.0,5.0,9.0,No,No,Summer
432,5.59,7.99,30.0,4.8828,1719.0,No,No,Summer
433,25.0,25.0,0.0,,,No,No,Summer
434,1.44,1.44,0.0,5.0,58.0,No,No,Summer
435,30.0,30.0,0.0,5.0,8.0,Yes,No,Summer
436,8.63,8.63,0.0,4.9219,265.0,No,No,Summer
437,50.0,50.0,0.0,4.9429,453.0,Yes,No,Summer
438,12.0,12.0,0.0,4.9737,164.0,Yes,No,Summer
439,10.09,10.09,0.0,5.0,9.0,No,No,Summer
440,1.51,1.51,0.0,4.9487,193.0,No,No,Summer
441,12.0,12.0,0.0,4.9636,218.0,No,No,Summer
442,8.99,8.99,0.0,4.9054,85.0,No,No,Summer
443,4.31,4.31,0.0,4.9675,757.0,No,No,Summer
444,12.51,14.72,15.0,4.9148,644.0,Yes,No,Summer
445,61.11,61.11,0.0,4.988,1059.0,Yes,No,Summer
446,17.0,17.0,0.0,4.9043,798.0,Yes,No,Summer
447,0.89,0.99,10.0,4.9107,4440.0,No,No,Summer
448,6.09,6.09,0.0,4.9595,228.0,Yes,No,Summer
449,6.0,6.0,0.0,4.9625,335.0,No,No,Summer
450,17.18,17.18,0.0,4.9444,95.0,No,No,Summer
451,14.0,14.0,0.0,4.9318,946.0,No,No,Summer
452,7.5,7.5,0.0,5.0,119.0,No,No,Summer
453,4.32,4.32,0.0,5.0,32.0,No,No,Summer
454,10.0,10.0,0.0,4.9925,1047.0,No,No,Summer
455,9.81,12.27,20.0,4.9526,1141.0,No,No,Summer
456,5.1,6.0,15.0,4.9107,83.0,Yes,No,Summer
457,2.99,3.74,20.0,4.9524,3281.0,Yes,No,Summer
458,225.0,225.0,0.0,,,Yes,No,Summer
459,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
460,20.0,20.0,0.0,4.8671,539.0,Yes,No,Summer
461,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
462,1.44,1.44,0.0,4.8605,2064.0,No,No,Summer
463,6.99,9.99,30.0,4.921,1334.0,No,No,Summer
464,4.4,8.8,50.0,4.8783,5772.0,No,No,Summer
465,9.13,9.13,0.0,5.0,3.0,No,No,Summer
466,5.95,5.95,0.0,4.8905,1254.0,No,No,Summer
467,23.97,34.25,30.0,4.9830000000000005,14294.0,Yes,No,Summer
468,6.11,7.19,15.0,4.9438,8040.0,No,No,Summer
469,29.92,37.4,20.0,4.9788,4345.0,Yes,No,Summer
470,15.0,15.0,0.0,4.9862,1794.0,Yes,No,Summer
471,5.0,5.0,0.0,5.0,15.0,Yes,No,Summer
472,15.0,15.0,0.0,4.9755,1920.0,Yes,No,Summer
473,8.63,8.63,0.0,4.9219,265.0,No,No,Summer
474,10.2,17.0,40.0,4.9577,7189.0,No,No,Summer
475,12.51,14.72,15.0,4.9148,644.0,Yes,No,Summer
476,17.0,17.0,0.0,4.9043,798.0,Yes,No,Summer
477,5.76,5.76,0.0,4.9675,757.0,No,No,Summer
478,61.11,61.11,0.0,4.988,1059.0,Yes,No,Summer
479,20.0,20.0,0.0,4.8671,539.0,Yes,No,Summer
480,7.64,8.99,15.0,4.9216,357.0,No,No,Summer
481,25.0,25.0,0.0,,,No,No,Summer
482,91.5,91.5,0.0,5.0,6.0,Yes,No,Summer
483,7.96,9.95,20.0,4.9574,195.0,No,No,Summer
484,12.0,12.0,0.0,4.9636,218.0,No,No,Summer
485,1.0,1.0,0.0,5.0,16.0,No,No,Summer
486,8.17,8.17,0.0,,,No,No,Summer
487,3.0,3.0,0.0,4.8636,157.0,Yes,No,Summer
488,1.9,3.8,50.0,4.8293,3217.0,No,No,Summer
489,2.16,2.16,0.0,4.9155,793.0,No,No,Summer
490,10.35,13.8,25.0,4.7333,15.0,No,No,Summer
491,15.99,19.99,20.0,4.8196,10098.0,Yes,No,Summer
492,9.0,9.0,0.0,4.7045,128.0,No,No,Summer
493,15.5,15.5,0.0,4.875,577.0,Yes,No,Summer
494,8.0,8.0,0.0,5.0,3397.0,Yes,No,Summer
495,9.5,9.5,0.0,5.0,132.0,No,No,Summer
496,10.09,10.09,0.0,5.0,9.0,No,No,Summer
497,4.37,4.37,0.0,,,No,No,Summer
498,10.99,10.99,0.0,4.987,529.0,Yes,No,Summer
499,2.8,7.0,60.0,4.8952,130.0,No,No,Summer
500,17.0,17.0,0.0,4.9956,3104.0,Yes,No,Summer
501,6.99,6.99,0.0,5.0,802.0,Yes,No,Summer
502,12.0,12.0,0.0,5.0,185.0,No,No,Summer
503,3.5,5.0,30.0,,,No,No,Summer
504,0.77,1.1,30.0,4.9787,1136.0,No,No,Summer
505,2.1,2.1,0.0,5.0,13.0,Yes,No,Summer
506,0.7,1.0,30.0,4.9572,13903.0,Yes,No,Summer
507,1.44,1.44,0.0,4.8605,2064.0,No,No,Summer
